OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
33412;5;3;15;0;2021;6;8;4;3;5;3;1;1;0;0;0;0;0;359813,056801779195666;5649359,143504420295358;7,002998803000025;50,978740517000062;5210616601500470000;0
33416;5;1;58;32;2021;11;13;7;3;5;3;1;1;0;0;0;0;0;368473,127367356792092;5685837,616707358509302;7,112965738000071;51,308631541000068;5211120516000680000;1
33418;5;3;14;0;2021;9;7;2;3;5;2;1;0;0;0;0;0;1;370528,802999890409410;5624250,702999504283071;7,164446495000050;50,755573542000036;5210913607500890000;0
33420;5;5;62;14;2021;2;18;7;3;5;3;1;1;0;0;0;2;0;360979,443183200433850;5715180,136845495551825;6,993998986000065;51,570532198000080;5210206701300290000;1
33421;5;3;15;0;2021;4;19;3;3;0;7;1;0;0;0;0;0;0;361681,106358602643013;5635985,366919489577413;7,034664336000048;50,858997919000046;5210427601620630000;0
33426;5;1;24;0;2021;11;13;4;3;5;3;1;1;0;0;0;0;0;370222,341576731763780;5680541,253691576421261;7,139972035000028;51,261433057000033;5211103503100890000;1
33434;5;3;82;68;2021;10;10;4;3;5;3;1;1;0;0;0;0;0;367938,899999878369272;5629200,219999490305781;7,125971713000069;50,799476441000081;5211013607000970000;0
33442;5;1;13;0;2021;9;13;1;3;5;4;1;0;1;0;0;0;0;361932,885913729667664;5699884,432583566755056;7,013734442000043;51,433314683000049;5210926502212570000;0
33452;5;3;82;68;2021;5;10;7;3;5;3;1;1;0;0;0;0;0;368325,543827754445374;5629684,352618612349033;7,131281696000030;50,803915821000032;5210515607400880000;0
33459;5;3;82;44;2021;2;18;2;3;5;3;1;1;0;0;0;2;0;362819,017999853938818;5628436,505999445915222;7,053646578000041;50,791423074000079;5210201607121070000;1
33463;5;5;13;0;2021;10;14;1;2;4;7;1;1;0;0;0;0;0;367273,116517737507820;5710079,631199583411217;7,086682164000024;51,526212556000075;5211024700100780000;0
33468;5;3;78;4;2021;3;15;5;2;0;1;1;0;0;0;0;0;0;371990,827999896369874;5652749,845999523997307;7,175180712000042;51,012052129000040;5210325606100430000;1
33470;5;1;13;0;2021;7;14;5;3;5;3;1;1;0;0;0;0;0;363043,628999855369329;5701916,683999463915825;7,028917326000055;51,451847073000067;5210701502102060000;1
33472;5;5;62;24;2021;9;14;4;2;1;5;1;1;0;0;0;0;0;370244,448376356624067;5722222,514587020501494;7,125003230000061;51,636028710000062;5210908701500030000;0
33474;5;1;13;0;2021;11;16;3;3;0;5;1;1;0;0;0;1;0;361787,771297138184309;5705711,846240684390068;7,009370507000028;51,485646568000050;5211130502325770000;1
33476;5;5;54;4;2021;9;22;7;2;0;1;1;0;0;0;0;2;0;362806,173305970616639;5771036,209589270874858;6,998210493000045;52,072891181000045;5210904705000590000;0
33477;5;5;54;36;2021;10;16;6;3;3;2;1;0;0;0;1;0;0;369561,724443232640624;5766143,962691690772772;7,098587780000059;52,030562234000058;5211001705000180000;0
33478;5;3;14;0;2021;9;16;4;2;3;6;1;0;0;0;0;0;0;362841,745063686743379;5614398,008481308817863;7,059190828000055;50,665254046000030;5210922600310370000;0
33481;5;5;62;14;2021;10;14;3;3;1;5;1;1;0;0;0;0;0;361235,144850651733577;5715104,340190898627043;6,997716147000062;51,569914069000049;5211026701300770000;0
33482;5;1;13;0;2021;12;8;6;3;0;7;1;0;0;0;0;0;0;362100,701018407009542;5698863,416040528565645;7,016544568000029;51,424180244000070;5211210502214970000;2
33485;5;3;15;0;2021;3;9;4;3;5;2;1;1;0;0;0;0;0;359907,717999837361276;5649153,450999416410923;7,004425670000046;50,976914981000050;5210331601510280000;0
33488;5;3;14;0;2021;11;16;1;3;5;2;1;1;0;0;0;0;0;364466,586373907513916;5622522,802810885012150;7,079186761000074;50,738659474000031;5211107600110890000;0
33490;5;5;13;0;2021;6;13;5;3;3;6;1;1;0;0;0;0;0;368784,823999884538352;5708977,849999515339732;7,108871560000068;51,516664358000071;5210610700100220000;0
33501;5;3;16;0;2021;12;7;6;3;8;1;1;0;0;0;0;0;0;361058,105172533541918;5659281,808713236823678;7,016921047000039;51,068218101000070;5211203601700290000;0
33506;5;1;58;32;2021;3;13;7;3;5;3;1;1;0;0;0;0;0;364557,253726098686457;5691747,298075165599585;7,054571068000030;51,360822214000052;5210320516110540000;0
33507;5;9;54;16;2021;6;19;2;3;0;1;1;0;0;0;0;0;0;372938,233747458085418;5694780,289075136184692;7,173798706000071;51,390017324000041;5210607310110790000;0
33511;5;3;15;0;2021;1;11;1;3;1;5;1;1;0;0;0;0;0;367986,122268137522042;5639328,940780205652118;7,122990919000074;50,890523327000039;5210131601600090000;0
33514;5;1;13;0;2021;9;11;4;1;3;3;1;0;0;0;0;0;1;361135,427999846637249;5701703,712999437004328;7,001555831000076;51,449468482000043;5210922502105870000;0
33517;5;9;16;0;2021;9;19;1;3;0;1;1;0;0;0;0;0;0;373572,817466268315911;5708515,034786680713296;7,178005896000059;51,513596844000062;5210905300700670000;0
33519;5;3;78;4;2021;9;10;2;2;5;3;1;1;0;0;0;0;0;370202,236173174344003;5647997,948382675647736;7,151395702000059;50,968942023000068;5210927606100380000;0
33524;5;3;78;4;2021;5;9;6;3;1;7;1;1;0;0;0;0;0;365932,595999869517982;5652279,210999477654696;7,089042442000050;51,006442018000030;5210507606100530000;1
33533;5;3;16;0;2021;10;11;6;3;5;2;1;1;0;0;0;0;0;359083,280999830923975;5654852,445999413728714;6,990477258000055;51,027930503000050;5211001601700090000;0
33534;5;3;82;44;2021;11;6;5;3;5;3;1;1;0;0;0;2;0;361324,354465569369495;5632122,735034124925733;7,031060627000045;50,824197354000034;5211104607400230000;0
33535;5;3;14;0;2021;3;19;3;3;1;5;1;1;0;0;0;2;0;362327,838537933304906;5620108,075289079919457;7,049796031000028;50,716453529000034;5210309600310570000;1
33536;5;3;82;4;2021;11;17;3;3;0;1;1;1;0;0;0;1;0;360600,989539224654436;5623515,398545352742076;7,024061279000023;50,746665457000063;5211109600370090000;0
33537;5;5;54;16;2021;6;18;5;3;0;3;1;0;0;0;1;0;0;363625,052405798807740;5757225,955210767686367;7,015649763000056;51,949000982000030;5210617705000080000;0
33555;5;1;22;0;2021;5;15;1;3;3;6;1;0;0;1;0;0;0;367986,613647698424757;5669546,702183004468679;7,111993678000033;51,162108629000045;5210530503400090000;0
33556;5;3;15;0;2021;3;15;3;3;6;4;1;0;1;0;0;0;0;365101,958821566775441;5638405,180990902706981;7,082348390000050;50,881554541000071;5210309601600570000;1
33563;5;1;22;0;2021;6;10;5;3;3;7;1;1;0;0;0;0;0;360116,092014753259718;5669526,059266377240419;6,999511899000026;51,160052831000030;5210624503400880000;0
33569;5;3;15;0;2021;2;23;6;3;0;1;1;0;0;0;0;2;0;365019,798096861690283;5638868,119632888585329;7,081010156000048;50,885696075000055;5210226601600380000;0
33578;5;5;62;12;2021;2;15;5;2;5;3;1;1;0;0;0;0;0;362449,791742121800780;5730401,863675091415644;7,009218975000067;51,707676732000039;5210225701620300000;0
33597;5;9;16;0;2021;5;14;2;2;5;2;1;1;0;0;0;0;0;371645,674999895505607;5712065,121999539434910;7,148954716000048;51,545066904000066;5210531300700080000;0
33604;5;3;14;0;2021;6;7;3;3;0;1;1;0;0;0;0;0;0;364126,291267092339694;5616699,397580910474062;7,076510858000063;50,686239959000034;5210601600310520000;0
33609;5;3;15;0;2021;9;17;3;3;5;2;1;1;0;0;0;0;0;362593,601086083799601;5648215,277555163949728;7,043015712000056;50,969130503000031;5210921601500880000;0
33612;5;5;62;24;2021;3;16;4;3;5;2;1;1;0;0;0;0;0;370224,197623103857040;5725388,513183908537030;7,123535993000075;51,664475832000051;5210303701500560000;0
33615;5;5;62;12;2021;5;10;7;2;1;3;1;1;0;0;0;0;0;362101,704455182887614;5736291,785133864730597;7,001850802000035;51,760517543000049;5210515701610900000;0
33616;5;3;14;0;2021;5;8;3;3;0;1;1;0;0;0;0;0;0;365785,796650809235871;5622359,560815932229161;7,097931342000038;50,737498651000067;5210525600110390000;1
33619;5;1;24;0;2021;4;14;5;3;5;3;1;1;0;0;0;0;0;372069,554999897256494;5678025,277999531477690;7,167331786000034;51,239238252000064;5210401503100370000;0
33624;5;5;62;24;2021;7;11;6;3;5;3;1;1;0;0;0;0;0;369739,490808245725930;5725125,547675605863333;7,116629570000043;51,662000514000056;5210709701500880000;0
33632;5;1;58;32;2021;2;14;1;3;5;2;1;1;0;0;0;0;0;365635,843999868258834;5692010,099999485537410;7,069954599000027;51,363440121000053;5210228516110460000;0
33640;5;1;58;36;2021;10;17;1;3;3;6;1;1;0;0;0;0;0;362242,508999850600958;5683178,189999446272850;7,024656259000039;51,283258062000073;5211003516000880000;1
33641;5;3;78;16;2021;10;15;5;3;5;3;1;1;0;0;0;0;0;361103,135648599825799;5662599,242603667080402;7,016288159000055;51,098042713000041;5211007606700980000;0
33642;5;3;82;12;2021;1;6;5;3;6;7;1;0;1;0;0;2;0;359681,886944342404604;5624480,595362219959497;7,010673860000054;50,755118717000073;5210128600360280000;1
33648;5;3;82;68;2021;7;15;2;3;6;7;1;0;1;0;0;0;0;371117,725918854586780;5630757,525940986350179;7,170509586000037;50,814189575000057;5210705607400270000;0
33650;5;9;11;0;2021;7;9;6;2;0;1;1;0;0;0;0;0;0;372242,748120706528425;5698529,189425606280565;7,162457971000038;51,423553460000051;5210709300400790000;0
33662;5;1;13;0;2021;5;11;6;2;5;3;1;1;0;0;0;0;0;364861,502802038565278;5699723,667928270995617;7,055901197000026;51,432576032000043;5210521502213170000;0
33664;5;3;82;12;2021;7;22;6;3;7;1;1;0;0;0;0;2;0;362070,542704360559583;5626062,650683151558042;7,043924266000033;50,769910213000060;5210709600360980000;1
33666;5;3;15;0;2021;9;17;4;3;0;7;1;0;0;0;0;0;0;361041,604320126585662;5645050,161281649023294;7,022133982000071;50,940312643000027;5210915601600790000;1
33668;5;3;15;0;2021;3;16;4;3;5;3;1;0;0;0;0;0;0;361246,768424630165100;5645038,157711932435632;7,025056903000063;50,940254171000049;5210317601600070000;0
33675;5;3;14;0;2021;9;18;6;3;5;3;1;1;0;0;0;0;0;370513,416077830828726;5615626,740986356511712;7,167255014000034;50,678055127000050;5210903600380060000;0
33676;5;1;24;0;2021;9;18;5;3;6;7;1;0;1;0;0;0;0;371041,522999892011285;5677509,773999523371458;7,152798492000045;51,234373731000062;5210916503100770000;0
33682;5;3;15;0;2021;11;11;7;3;5;3;1;1;0;0;0;0;0;366589,634999871253967;5636185,243999483063817;7,104293892000044;50,861947673000032;5211120601600280000;0
33684;5;3;15;0;2021;11;8;2;3;0;4;1;1;1;0;0;0;0;365089,914165029302239;5645851,268171666190028;7,079423780000070;50,948474048000037;5211129601600070000;0
33687;5;3;14;0;2021;11;7;3;3;5;2;1;1;0;0;0;0;0;365503,849999866448343;5623318,385999467223883;7,093587977000027;50,746051266000052;5211102600110030000;1
33697;5;1;13;0;2021;3;19;6;3;8;1;1;0;0;0;0;2;0;362773,035295757465065;5702640,367996614426374;7,024744651000049;51,458284908000053;5210319502102770000;0
33702;5;3;14;0;2021;10;7;6;3;0;1;1;0;0;0;0;0;0;363428,785069339908659;5620365,960815219208598;7,065286580000077;50,719031105000056;5211001600310990000;0
33703;5;3;15;0;2021;2;11;7;3;0;1;1;0;0;0;0;0;0;363129,737870203331113;5636476,847474284470081;7,055050990000041;50,863759811000079;5210227601600690000;0
33719;5;3;78;4;2021;10;16;2;3;3;3;1;1;0;0;0;0;0;366741,010952405631542;5649741,467345632612705;7,101489761000039;50,983821728000066;5211025606100550000;0
33722;5;5;62;20;2021;6;7;2;3;0;1;1;0;0;0;0;0;0;371197,229125021025538;5717948,738987963646650;7,140334196000026;51,597840105000046;5210621701200870000;1
33727;5;5;13;0;2021;11;18;6;3;5;3;1;1;0;0;0;2;0;364558,246999866329134;5715517,810999481007457;7,045476488000077;51,574437724000063;5211112700000590000;0
33729;5;5;62;24;2021;2;6;4;3;5;3;1;1;0;0;0;2;0;363822,510007688775659;5725150,339326446875930;7,031122535000065;51,660820726000054;5210210701500050000;2
33733;5;5;62;24;2021;5;20;1;2;0;1;1;0;0;0;0;1;0;369624,391495768912137;5725085,223976448178291;7,114981419000060;51,661611451000056;5210502701500670000;0
33736;5;3;15;0;2021;3;12;6;3;0;4;1;0;1;0;0;0;0;363847,618593220598996;5638590,560572559013963;7,064459006000050;50,882926439000073;5210305601600580000;0
33737;5;3;14;0;2021;12;9;3;3;5;3;1;0;0;0;0;0;1;363718,058014323003590;5622726,117624029517174;7,068509652000046;50,740311648000045;5211207600110280000;1
33739;5;3;14;0;2021;11;7;6;3;5;3;1;1;0;0;0;2;0;369786,801744882017374;5620432,296251971274614;7,155281936000051;50,721086798000044;5211119600140990000;1
33749;5;1;22;0;2021;5;16;1;3;2;6;1;1;0;0;0;0;0;368133,934944632463157;5669391,847802774980664;7,114156154000057;51,160750872000051;5210523503400690000;0
33755;5;5;54;20;2021;6;17;1;3;0;1;1;0;0;0;0;0;0;365681,970999874174595;5782369,553999505937099;7,035670232000030;52,175431801000059;5210613705000890000;0
33757;5;3;15;0;2021;9;5;5;3;6;7;1;0;1;0;0;2;0;359586,375999834388494;5650553,889999415725470;6,999310139000045;50,989422518000026;5210909601500180000;0
33759;5;1;22;0;2021;10;14;7;3;0;1;1;0;0;0;0;0;0;366132,992999870330095;5667171,759999483823776;7,086382914000069;51,140333698000063;5211009503400890000;0
33762;5;1;13;0;2021;9;12;1;3;0;7;1;0;0;0;0;0;0;365752,850802835077047;5700861,721779644489288;7,068284737000056;51,443015283000079;5210905502134010000;0
33775;5;9;16;0;2021;6;22;6;3;0;1;1;0;0;0;0;1;0;372850,758146941661835;5710712,172924421727657;7,166812770000035;51,533180674000050;5210625300700060000;0
33777;5;5;54;20;2021;1;13;1;3;5;1;1;1;0;0;0;0;0;363175,817260542884469;5786745,149424182251096;6,997276283000076;52,214131514000030;5210103705000020000;0
33781;5;5;54;16;2021;12;10;3;3;5;2;1;1;0;0;0;0;0;362956,447999858297408;5757181,669999470934272;7,005945111000074;51,948438738000050;5211214705000950000;0
33791;5;5;54;4;2021;9;12;4;3;5;3;1;1;0;0;0;0;0;362172,756177857518196;5772898,567683324217796;6,988221979000059;52,089467731000070;5210922705000080000;0
33793;5;5;13;0;2021;9;16;4;3;0;1;1;0;0;0;0;0;0;364703,057703263126314;5715400,317935565486550;7,047610157000065;51,573416658000042;5210901700200300000;0
33805;5;3;16;0;2021;4;14;5;3;0;3;1;0;0;0;1;0;0;361859,900999849662185;5659037,897999441251159;7,028450741000029;51,066219585000056;5210401601700870000;0
33807;5;3;78;4;2021;10;15;7;3;0;3;1;1;0;0;0;0;0;368242,236932834610343;5650335,283830033615232;7,122649695000064;50,989504301000068;5211016606100390000;0
33816;5;5;62;24;2021;10;13;6;3;0;1;1;0;0;0;0;0;0;372121,327851466834545;5725501,362066531553864;7,150910318000058;51,665924911000047;5211022701500660000;0
33833;5;5;12;0;2021;6;17;3;3;5;3;1;1;0;0;0;0;0;360577,182578362524509;5710024,711597729474306;6,990241348000040;51,524105640000073;5210601701400920000;0
33838;5;3;15;0;2021;6;13;3;3;6;4;1;0;1;0;0;0;0;360334,510577744804323;5648357,772297142073512;7,010806901000024;50,969867795000027;5210601601500690000;0
33845;5;3;14;0;2021;11;11;3;3;5;2;1;1;0;0;0;0;0;369984,039575631730258;5623943,282783636823297;7,156836029000033;50,752688598000077;5211102600140490000;1
33852;5;3;14;0;2021;9;16;7;3;3;6;1;0;0;0;0;0;0;366494,537654285319149;5625520,329119838774204;7,106823724000037;50,766070914000068;5210925600140280000;0
33854;5;3;14;0;2021;6;9;6;2;3;2;1;0;0;0;0;0;0;366964,083287319168448;5624989,530055027455091;7,113670163000052;50,761407960000042;5210611600140590000;0
33858;5;5;58;12;2021;2;13;1;2;5;2;1;1;0;0;0;0;0;372802,815237664617598;5755135,097005657851696;7,149887960000058;51,932386200000053;5210221706200950000;0
33864;5;3;14;0;2021;12;12;2;3;5;3;1;1;0;0;0;0;0;364402,929999860003591;5622939,113999463617802;7,078131947000031;50,742386352000040;5211220600110580000;0
33875;5;1;58;8;2021;5;12;2;2;5;3;1;1;0;0;0;0;0;362158,262672935612500;5674491,931028323248029;7,026793263000059;51,205176218000076;5210524516700890000;1
33876;5;1;22;0;2021;12;16;2;3;0;2;1;1;0;0;0;1;0;360792,627771621569991;5666956,491958102211356;7,010174443000039;51,137125554000079;5211206503400600000;1
33885;5;3;78;20;2021;2;17;4;3;5;3;1;1;0;0;0;0;0;368231,830059528350830;5655817,423452828079462;7,120510219000039;51,038773420000041;5210224606130570000;0
33896;5;9;11;0;2021;5;10;3;3;0;1;1;0;0;0;0;0;0;372327,284988255240023;5704808,473382618278265;7,161407055000041;51,480005527000060;5210504300200030000;1
33901;5;5;54;20;2021;5;17;3;3;5;3;1;1;0;0;0;0;0;366857,167368906550109;5782104,125422656536102;7,052950227000053;52,173331618000077;5210511705000010000;1
33907;5;3;82;32;2021;9;7;4;2;5;3;1;1;0;0;0;0;0;359108,225981223396957;5613316,819114165380597;7,006806143000063;50,654645316000028;5210901600350560000;0
33909;5;5;13;0;2021;7;13;1;3;5;2;1;1;0;0;0;0;0;368042,141844308935106;5713365,647144954651594;7,096529399000076;51,555923222000047;5210711700200370000;0
33914;5;5;54;16;2021;10;16;3;3;5;3;1;1;0;0;0;0;0;362174,916999854147434;5757692,947999460622668;6,994375918000060;51,952839754000081;5211012705000080000;0
33919;5;3;15;0;2021;3;16;6;3;5;2;1;1;0;0;0;0;0;364918,593999861739576;5643063,364999467507005;7,078019818000030;50,923377556000048;5210326601600480000;0
33921;5;3;78;4;2021;10;1;4;3;1;5;1;1;0;0;0;2;0;365453,337081789039075;5652837,060516551136971;7,082008476000055;51,011343763000070;5211013606100670000;1
33922;5;3;15;0;2021;3;15;3;2;4;2;1;1;0;0;0;0;0;363682,942733078263700;5651689,842089831829071;7,057217435000041;51,000616471000058;5210302601500090000;0
33924;5;3;82;48;2021;5;17;4;3;5;3;1;1;0;0;0;0;0;357512,251595889218152;5610403,238283822312951;6,985363047000021;50,628071310000053;5210512600330270000;0
33931;5;3;16;0;2021;12;16;2;3;0;1;1;0;0;0;0;0;0;360623,196791458874941;5659600,795292636379600;7,010594778000041;51,070979384000054;5211227601700090000;0
33932;5;3;78;4;2021;4;7;5;3;6;4;1;1;1;0;1;0;0;367735,416999878361821;5651148,703999495133758;7,115136228000040;50,996698791000028;5210408606000480000;0
33942;5;5;62;14;2021;9;13;6;3;5;2;1;1;0;0;0;0;0;361538,973401183262467;5713162,052491124719381;7,002862299000071;51,552535045000070;5210917701300940000;0
33945;5;5;62;16;2021;3;11;3;2;5;2;1;1;0;0;0;0;0;369610,988551871851087;5732158,426273280754685;7,112144173000047;51,725172038000039;5210302701700200000;0
33948;5;3;82;56;2021;5;15;5;2;8;1;1;0;0;0;0;0;0;368436,665955294854939;5626301,406057067215443;7,134069053000076;50,773534969000082;5210513607500070000;0
33953;5;5;54;20;2021;9;0;1;2;9;1;1;0;0;0;0;2;0;366995,607660973444581;5788289,552940400317311;7,052544695000051;52,228943906000040;5210905705000080000;0
33955;5;1;13;0;2021;9;17;5;2;0;7;1;0;0;0;0;0;0;360975,523708329536021;5703349,882281089201570;6,998609022000039;51,464222227000050;5210902502103270000;0
33956;5;3;14;0;2021;12;18;3;3;5;2;1;1;0;0;0;2;0;365993,643459528684616;5622899,989338308572769;7,100678659000039;50,742403997000054;5211214600110790000;0
33964;5;5;54;20;2021;3;14;7;3;5;3;1;1;0;0;0;0;0;362265,008433879353106;5786487,413502402603626;6,984058372000050;52,211588825000035;5210320705000170000;0
33966;5;5;54;20;2021;11;19;4;3;0;7;1;1;0;0;0;2;0;365420,728999870829284;5786483,021999502554536;7,030218519000073;52,212329087000057;5211117705000590000;0
33974;5;1;24;0;2021;1;15;6;3;5;3;1;1;0;0;0;0;0;371132,806999893859029;5680235,391999524086714;7,153124103000039;51,258890697000027;5210122503100690000;0
33976;5;5;54;20;2021;1;12;4;3;3;2;1;0;0;0;0;0;1;364556,103820484131575;5787268,607457544654608;7,017257146000077;52,219175923000080;5210127705000590000;1
33987;5;3;14;0;2021;7;16;7;3;5;2;1;1;0;0;0;0;0;370035,561999887228012;5623897,463999502360821;7,157582203000061;50,752288307000072;5210710600140070000;0
33994;5;3;15;0;2021;1;17;4;3;0;7;1;0;0;0;0;2;0;362001,466413280926645;5640248,703334763646126;7,037604152000029;50,897390827000038;5210120601600270000;0
33999;5;3;82;56;2021;11;14;6;3;4;6;1;0;1;0;0;0;0;371248,117010730318725;5626674,524262247607112;7,173790692000068;50,777519575000042;5211126607400990000;1
34011;5;3;82;56;2021;6;18;6;3;5;3;1;1;0;0;0;0;0;370751,217545871622860;5628578,061363106593490;7,166077103000021;50,794518458000027;5210625607500070000;0
34015;5;3;14;0;2021;11;5;5;3;5;5;1;1;0;0;0;2;0;361779,529999847523868;5619870,633999433368444;7,042122699000060;50,714189340000075;5211111600310470000;0
34017;5;3;78;4;2021;9;9;5;3;5;3;1;1;0;0;0;0;0;366792,267566461116076;5645819,004470514133573;7,103655954000033;50,948579989000052;5210916606100890000;0
34018;5;3;14;0;2021;11;13;5;3;5;3;1;1;0;0;0;0;0;365189,426999865099788;5620898,135999465361238;7,090019047000055;50,724225360000048;5211125600110080000;0
34032;5;1;22;0;2021;3;17;3;3;0;1;1;0;0;0;0;0;0;361827,451552153564990;5667689,308247106149793;7,024675586000058;51,143961977000060;5210302503400970000;0
34035;5;1;24;0;2021;6;9;5;3;6;6;1;0;1;0;0;0;0;368639,882999883964658;5682981,512999508529902;7,116407850000030;51,283001748000061;5210610503100590000;0
34040;5;5;62;32;2021;10;7;5;2;5;2;1;1;0;0;0;1;0;373327,860560571774840;5718863,922987684607506;7,170748871000058;51,606548032000035;5211028701110800000;0
34053;5;3;82;68;2021;9;15;7;3;5;3;1;1;0;0;0;0;0;370657,010086477734149;5629061,206645363941789;7,164570976000050;50,798840046000066;5210925607000780000;0
34054;5;1;24;0;2021;12;16;4;3;5;2;1;1;0;0;0;1;0;370840,098212819546461;5676865,578615173697472;7,150147127000025;51,228538498000034;5211201503100290000;1
34061;5;5;62;20;2021;4;12;7;3;4;6;1;1;0;0;0;0;0;371199,116014189086854;5717942,025837387889624;7,140363889000071;51,597780207000028;5210403701200840000;0
