OID_;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;IstRad;IstPKW;IstFuss;IstKrad;IstSonstige;ULICHTVERH;IstGkfz;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;UIDENTSTLAE;IstStrassenzustand
32746;5;1;13;0;2021;7;12;6;3;0;7;1;0;0;0;0;0;0;357571,792771024629474;5705526,558170769363642;6,948764990000029;51,482935541000074;5210702502321570000;0
32748;5;3;15;0;2021;9;16;7;2;5;3;1;1;0;0;0;0;0;356228,682834944687784;5648500,715342156589031;6,952312300000074;50,970142223000039;5210925601400770000;0
32753;5;5;62;12;2021;10;13;4;3;5;3;1;1;0;0;0;0;0;359290,789999837055802;5725822,232999417930841;6,965375425000047;51,665741953000065;5211013701610180000;1
32757;5;1;58;20;2021;6;12;2;3;5;2;1;1;0;0;0;0;0;358024,508673670701683;5664966,850249387323856;6,971417103000022;51,118565660000058;5210628516800690000;0
32762;5;5;12;0;2021;11;11;3;3;5;2;1;1;0;0;0;0;0;356962,714564641937613;5712691,075125094503164;6,937091948000045;51,547161324000058;5211109701400780000;0
32763;5;1;11;0;2021;3;17;3;3;5;3;1;0;0;0;1;0;0;345642,285591292195022;5674343,440710296854377;6,790609043000075;51,199618009000062;5210330500300880000;0
32764;5;1;19;0;2021;3;12;3;3;5;3;1;1;0;0;0;0;0;349652,965156954713166;5710724,574763046577573;6,832588536000060;51,527591779000034;5210330508000070000;0
32765;5;3;66;16;2021;5;12;7;3;0;7;1;0;0;0;0;0;0;346078,678039504215121;5613427,355286687612534;6,822567266000021;50,652341463000027;5210508603116070000;0
32775;5;3;15;0;2021;5;16;6;3;3;6;1;0;0;0;0;0;0;357223,214141216129065;5646344,963698718696833;6,967313354000055;50,951016092000032;5210521601400390000;0
32776;5;3;15;0;2021;9;18;6;3;0;1;1;0;0;0;0;0;0;350473,395191456191242;5652806,061985654756427;6,868629150000061;51,007366098000034;5210924601400380000;0
32777;5;3;15;0;2021;5;1;1;3;0;1;1;0;0;0;0;2;0;349511,274782507680357;5645095,367196375504136;6,858116144000064;50,937825020000048;5210530601310190000;0
32781;5;3;15;0;2021;7;15;6;2;0;6;1;0;1;0;1;0;0;352239,196364519186318;5644943,951887996867299;6,896975430000055;50,937169766000068;5210709601300950000;0
32783;5;1;17;0;2021;9;14;1;3;3;1;1;1;0;0;0;0;0;355866,740999815985560;5697573,703999372199178;6,927465362000021;51,411039959000050;5210912502406260000;0
32784;5;3;15;0;2021;10;7;2;3;0;1;1;0;0;0;0;1;0;355270,385999808087945;5645234,532999360933900;6,939971669000045;50,940549875000045;5211018601100590000;0
32785;5;3;15;0;2021;9;15;2;3;0;7;1;0;0;0;0;0;0;353692,833736719563603;5646324,800757659599185;6,917095172000074;50,949949592000053;5210913601300580000;0
32787;5;3;15;0;2021;12;19;3;3;0;1;1;0;0;0;0;2;0;356871,622469640336931;5644567,689188223332167;6,963009543000055;50,934956708000072;5211221601100680000;0
32789;5;1;58;28;2021;10;19;5;3;0;1;1;0;0;0;0;1;0;350207,619127289392054;5684665,412354925647378;6,851585707000027;51,293584411000040;5211007516300570000;0
32800;5;1;11;0;2021;1;6;5;3;2;2;1;1;0;0;0;2;0;345590,590999740175903;5675884,351999174803495;6,789206600000057;51,213449872000069;5210121500300870000;1
32805;5;3;15;0;2021;12;18;5;3;0;2;1;0;0;0;1;2;0;353243,363999794237316;5644877,434999329969287;6,911283975000060;50,936828427000080;5211209601300470000;1
32806;5;1;17;0;2021;6;17;4;2;0;1;1;0;0;0;0;0;0;354060,990620854310691;5698382,120717346668243;6,901185785000052;51,417842392000068;5210623502406070000;0
32808;5;3;15;0;2021;12;12;6;3;1;5;1;1;0;0;0;0;0;353515,008066646754742;5646517,585821721702814;6,914487784000073;50,951636914000062;5211224601300580000;0
32810;5;3;15;0;2021;10;14;3;3;6;4;1;0;1;0;0;0;0;356183,781316032633185;5641132,838614294305444;6,954581243000064;50,903916982000055;5211026601200660000;0
32814;5;3;15;0;2021;6;16;3;2;0;3;1;1;0;0;0;0;0;349378,882000089623034;5643070,930132802575827;6,857069646000070;50,919598231000066;5210629601320360000;0
32815;5;3;15;0;2021;7;5;4;3;0;2;1;1;0;0;0;0;0;356520,334312072023749;5652110,461943410336971;6,955037957000059;51,002654989000064;5210714601400350000;1
32817;5;5;54;4;2021;5;16;3;3;5;3;1;1;0;0;0;0;0;361159,407999850809574;5771183,946999449282885;6,974138657000026;52,073808243000030;5210525705000180000;1
32821;5;1;58;16;2021;10;16;2;3;0;1;1;0;0;0;0;0;0;355023,724999808706343;5670755,638999357819557;6,926240243000052;51,169834565000031;5211004516500080000;0
32824;5;1;13;0;2021;6;13;6;2;3;2;1;1;0;0;0;0;0;355903,002122617326677;5691482,025601126253605;6,930457860000047;51,356309176000082;5210611502249960000;0
32826;5;3;62;28;2021;6;21;1;3;8;1;1;0;0;0;0;1;0;349857,592840052209795;5638765,273074325174093;6,865645754000070;50,881030614000053;5210620602700080000;1
32830;5;1;11;0;2021;6;16;1;3;8;1;1;0;0;0;0;0;0;346997,385999751277268;5671842,795999210327864;6,811055166000074;51,177512623000041;5210606500300680000;0
32835;5;1;11;0;2021;7;18;4;3;6;7;1;0;1;0;0;0;0;346393,896896385587752;5679841,298138249665499;6,799002641000072;51,249221680000062;5210707500200050000;0
32836;5;5;12;0;2021;1;15;4;3;1;5;1;1;0;0;0;0;0;356735,440515073016286;5712145,143545666709542;6,934038717000021;51,542198034000080;5210120701400850000;0
32839;5;1;11;0;2021;11;11;5;3;8;6;1;1;0;0;0;0;0;350645,336308815516531;5677898,133508207276464;6,860685077000028;51,232889898000053;5211118500200500000;1
32840;5;5;62;12;2021;6;8;6;2;5;2;1;0;0;0;0;0;1;359051,899976160377264;5726982,777886262163520;6,961455228000034;51,676110472000062;5210625701610640000;0
32843;5;3;15;0;2021;9;20;2;2;2;6;1;1;0;0;0;2;1;356037,730015667155385;5649260,155738182365894;6,949293810000029;50,976919450000082;5210927601400080000;1
32846;5;1;13;0;2021;4;23;6;3;0;7;1;0;0;0;0;2;0;355587,315999813377857;5704223,406999366357923;6,920737589000055;51,470722436000074;5210409502317680000;0
32850;5;1;58;28;2021;6;10;4;3;5;2;1;0;0;0;1;0;0;350424,563543830066919;5684572,810921603813767;6,854733710000062;51,292809346000070;5210616516300090000;0
32853;5;5;54;12;2021;6;12;3;3;5;3;1;1;0;0;1;0;0;351778,244999792426825;5746277,711999295279384;6,848103631000072;51,847603382000045;5210608705000590000;0
32856;5;1;12;0;2021;11;8;7;3;0;6;1;0;0;0;0;0;0;345993,521315572783351;5699040,027807854115963;6,784968764000041;51,421619698000029;5211106501316130000;0
32860;5;1;62;4;2021;2;11;4;3;5;3;1;1;0;0;0;0;0;348233,907999759539962;5662713,591999238356948;6,832577884000045;51,095808623000039;5210217513323580000;0
32866;5;3;15;0;2021;9;18;5;3;4;6;1;0;0;0;1;0;0;355497,181366465985775;5644699,406768646091223;6,943409796000026;50,935797686000058;5210923601100590000;0
32867;5;3;62;36;2021;3;10;2;3;0;1;1;0;0;0;0;0;0;345499,160616601817310;5651711,089538265019655;6,798246900000038;50,996212394000054;5210315602300610000;1
32869;5;1;58;28;2021;4;15;7;3;5;3;1;1;0;0;0;0;0;351587,185999785549939;5689654,107999296858907;6,869281070000056;51,338773036000077;5210417516300580000;0
32870;5;3;15;0;2021;10;16;6;3;5;2;1;0;0;0;1;0;0;349994,270926516503096;5659819,059669939801097;6,858900871000060;51,070261306000077;5211008601400050000;0
32871;5;1;58;24;2021;4;15;6;3;0;1;1;0;0;0;0;0;0;357479,173369654454291;5680106,429472083225846;6,957623752000075;51,254482260000032;5210409516400470000;0
32879;5;3;15;0;2021;4;12;5;2;5;3;1;1;0;0;0;0;0;354481,287933087907732;5645750,322547540068626;6,928541710000047;50,944986519000054;5210401601310690000;0
32882;5;1;11;0;2021;9;16;7;3;4;2;1;1;0;0;0;0;0;346235,781148975715041;5679739,521660214290023;6,796782542000074;51,248264564000067;5210925500200080000;0
32883;5;3;15;0;2021;9;13;2;2;1;7;1;1;0;0;0;0;0;350996,236750117503107;5648359,707193821668625;6,877899767000031;50,967545307000080;5210920601300380000;0
32886;5;1;11;0;2021;7;14;6;3;5;2;1;1;0;0;0;0;0;350127,629445128142834;5678443,079195689409971;6,853047165000021;51,237650951000035;5210702500200840000;0
32889;5;3;66;16;2021;4;14;4;3;5;2;1;1;0;0;0;0;0;347601,407999750226736;5610861,352999234572053;6,845147352000026;50,629681967000067;5210428603116270000;0
32892;5;3;62;24;2021;7;10;1;3;3;6;1;0;0;0;0;0;0;344298,142999725416303;5645210,574999153614044;6,783927524000035;50,937476310000079;5210704602500260000;0
32896;5;5;62;20;2021;3;8;5;3;5;3;1;1;0;0;0;0;0;371592,094080497510731;5717932,784799069166183;7,146037913000043;51,597786882000037;5210304701200660000;1
32897;5;3;16;0;2021;9;16;3;3;0;3;1;1;0;0;0;0;0;362872,491470899432898;5654150,780409868806601;7,044744009000055;51,022540940000056;5210914601700780000;0
32901;5;3;15;0;2021;9;13;5;3;6;4;1;0;1;0;0;0;0;361414,241583138704300;5645026,963038010522723;7,027443378000044;50,940193838000027;5210916601600980000;0
32904;5;1;22;0;2021;3;10;7;2;4;2;1;1;0;0;0;0;0;365315,249087645672262;5668527,068297326564789;7,074193388000026;51,152322324000068;5210320503400880000;0
32913;5;3;78;4;2021;1;8;4;3;4;6;1;0;0;0;0;1;0;367990,878804612904787;5648870,366196567192674;7,119602405000023;50,976280500000030;5210120606100540000;0
32921;5;1;22;0;2021;7;7;6;3;0;1;1;0;0;0;0;0;0;365393,018999869003892;5674087,426999475806952;7,073222170000065;51,202312356000050;5210709503400670000;1
32922;5;9;11;0;2021;5;15;5;3;0;1;1;0;0;0;0;0;0;372456,004875915125012;5700948,445510147139430;7,164652227000033;51,445343861000026;5210513300210560000;0
32926;5;5;62;24;2021;6;11;7;3;5;3;1;1;0;0;0;0;0;365200,921267889440060;5721346,234640741720796;7,052505006000047;51,626968189000081;5210626701500290000;0
32929;5;3;14;0;2021;3;22;4;3;5;3;1;0;0;0;0;2;0;364971,276351727545261;5621985,600663961842656;7,086531902000047;50,733948729000076;5210324600110730000;0
32937;5;3;15;0;2021;9;13;4;3;5;3;1;1;0;0;0;0;0;362692,767295572906733;5652030,234919510781765;7,042985542000054;51,003440220000073;5210922601500910000;0
32939;5;3;15;0;2021;3;8;6;3;5;3;1;1;0;0;0;0;0;361069,636564734391868;5645048,564212497323751;7,022533334000059;50,940305045000059;5210319601600040000;0
32948;5;3;15;0;2021;11;12;3;3;5;2;1;1;0;0;0;0;0;360754,610999840311706;5644300,427999427542090;7,018338177000032;50,933505394000065;5211123601600970000;0
32950;5;3;14;0;2021;5;18;2;3;2;6;1;1;0;0;0;0;0;367207,643534244038165;5622554,081443056464195;7,117999842000074;50,739573868000036;5210531600140740000;0
32962;5;5;58;12;2021;11;16;3;2;3;2;1;0;0;0;0;1;1;372808,847999901510775;5756734,339999560266733;7,149384220000059;51,946758950000060;5211123706000190000;1
32970;5;3;14;0;2021;3;15;4;3;5;3;1;0;0;1;0;0;0;368381,691553759388626;5615025,743327403441072;7,137313465000034;50,672175009000057;5210317600380780000;0
32977;5;5;62;24;2021;10;9;6;2;5;3;1;1;0;0;0;0;0;370220,797999890521169;5725386,109999531880021;7,123487758000067;51,664453450000053;5211015701500850000;0
32979;5;3;14;0;2021;12;13;5;3;3;6;1;1;0;0;0;0;0;367871,951999878510833;5622606,941999489441514;7,127390423000065;50,740200514000037;5211209600140580000;0
32980;5;3;15;0;2021;9;7;6;2;5;3;1;1;0;0;0;0;0;359521,861409930512309;5641823,993242740631104;7,001759678000042;50,910950374000038;5210910601600690000;0
32982;5;3;14;0;2021;3;11;4;3;5;3;1;1;0;0;0;0;0;364955,434048945084214;5623260,250071074813604;7,085840403000020;50,745401443000048;5210303600110560000;0
32991;5;3;14;0;2021;5;20;6;3;0;1;1;0;0;0;0;0;0;366209,468999868258834;5622315,092999473214149;7,103948209000066;50,737196733000076;5210514600110690000;1
32993;5;5;13;0;2021;5;9;5;3;0;1;1;0;0;0;0;0;0;366928,135999875143170;5714890,596999501809478;7,079892428000051;51,569365620000042;5210513700200270000;0
32998;5;3;78;4;2021;4;9;2;3;0;7;1;1;0;0;0;0;0;368823,891795564442873;5651931,180855860933661;7,130356172000063;51,003980621000039;5210412606100160000;0
33007;5;3;15;0;2021;4;12;6;3;5;3;1;0;0;0;1;0;0;360681,857999840751290;5648996,052999425679445;7,015506293000044;50,975688234000074;5210402601500070000;0
33014;5;3;78;28;2021;10;10;2;3;5;3;1;1;0;0;0;0;0;371489,244999893940985;5643208,969999516382813;7,171405560000039;50,926187301000027;5211004606400470000;0
33024;5;5;13;0;2021;10;13;3;2;0;7;1;0;0;0;0;0;0;367171,949862887151539;5714965,383436746895313;7,083380051000063;51,570095183000035;5211026700000550000;1
33026;5;5;58;12;2021;3;16;3;3;4;7;1;1;0;0;0;0;0;373769,522835475392640;5756183,151619313284755;7,163556494000034;51,942024556000035;5210316706200070000;0
33028;5;3;16;0;2021;11;17;3;3;5;3;1;1;0;0;0;1;0;359414,195126966573298;5656879,739738719537854;6,994406449000053;51,046230680000065;5211123601700490000;0
33040;5;5;13;0;2021;4;16;2;3;5;3;1;1;0;0;0;0;0;364492,649446310475469;5713422,891395162791014;7,045338137000044;51,555596200000082;5210419700000190000;0
33043;5;1;24;0;2021;3;15;4;3;0;1;1;0;0;0;0;0;0;369245,435575813986361;5681576,270569799467921;7,125600137000049;51,270511801000055;5210303503100480000;0
33049;5;5;62;24;2021;6;5;1;3;0;7;1;0;0;0;0;1;0;373446,340253195725381;5725656,121852533891797;7,170002987000032;51,667615704000070;5210620701500180000;1
33052;5;1;13;0;2021;5;17;7;3;5;3;1;1;0;0;0;0;0;362356,043693168088794;5703824,314054260030389;7,018285346000027;51,468823086000043;5210515502103780000;1
33055;5;1;22;0;2021;4;16;3;3;5;2;1;1;0;0;0;0;0;360624,504999841563404;5670349,675999432802200;7,006458869000028;51,167578590000062;5210413503400880000;0
33062;5;1;24;0;2021;5;12;2;3;2;6;1;1;0;0;0;0;0;369770,806999889202416;5679613,070999516174197;7,133842006000066;51,252988201000051;5210531503100060000;0
33066;5;3;15;0;2021;9;16;7;3;5;3;1;1;0;0;0;0;0;358981,359648234210908;5644721,034262202680111;6,992955950000066;50,936854569000047;5210925601500380000;0
33071;5;5;62;24;2021;11;7;2;2;5;3;1;1;0;0;0;2;0;368605,197073785588145;5724423,300048721954226;7,100503019000030;51,655425685000068;5211129701500180000;2
33074;5;5;62;20;2021;5;12;6;3;3;2;1;0;0;0;0;0;0;371109,291163831017911;5717662,540188049897552;7,139170407000051;51,595247969000070;5210528701200080000;0
33075;5;3;15;0;2021;1;13;7;3;2;6;1;1;0;0;0;0;0;364305,746986057609320;5647989,449283247813582;7,067469942000059;50,967506776000050;5210102601500180000;0
33078;5;3;78;20;2021;9;12;4;3;5;3;1;1;0;0;0;0;0;371984,280117481015623;5653085,084907550364733;7,174969122000050;51,015063770000040;5210929606100570000;1
33087;5;3;14;0;2021;3;13;2;3;5;2;1;0;0;1;0;0;0;363126,197373272851110;5622635,613936776295304;7,060160093000036;50,739359020000052;5210329600110650000;0
33092;5;3;15;0;2021;6;18;6;3;0;2;1;1;0;0;0;0;0;360456,953999839723110;5647585,940999424085021;7,012845767000044;50,962960918000078;5210611601500490000;0
33096;5;3;82;68;2021;9;15;4;3;8;1;1;0;0;0;0;0;0;365472,684402512386441;5626094,335783693939447;7,092131958000039;50,770993967000038;5210908607400590000;0
33098;5;1;24;0;2021;4;12;6;3;1;7;1;1;0;0;0;0;0;368004,843199429102242;5679135,165499135851860;7,108727054000042;51,248287122000079;5210423503100080000;0
33100;5;3;15;0;2021;11;12;7;3;5;3;1;1;0;0;0;0;0;364232,529809704050422;5638482,726476732641459;7,069967633000033;50,882047849000060;5211113601600290000;1
33109;5;1;13;0;2021;5;18;3;3;6;7;1;0;1;0;0;0;0;362270,430999852716923;5702987,817999452352524;7,017379446000064;51,461285173000078;5210511502101270000;1
33111;5;3;78;4;2021;3;14;4;3;5;2;1;1;0;0;0;0;0;369247,378256156109273;5649267,237579461187124;7,137347634000037;50,980134162000070;5210303606100030000;0
33114;5;5;62;32;2021;11;16;6;3;5;2;1;1;0;0;0;0;0;373508,127999904565513;5719086,020999552682042;7,173270528000046;51,608584548000067;5211105701110160000;0
33117;5;5;62;24;2021;10;6;6;3;5;3;1;1;0;0;0;2;0;370222,096967385150492;5725387,028236109763384;7,123506188000022;51,664462002000050;5211022701500260000;1
33118;5;3;16;0;2021;10;3;1;3;0;3;1;1;0;0;0;2;0;360286,725928452797234;5655093,917768061161041;7,007534583000051;51,030394381000065;5211010601700480000;0
33121;5;3;15;0;2021;9;8;4;3;5;3;1;1;0;0;0;1;0;359548,559744920581579;5641795,701936272904277;7,002150092000022;50,910702613000069;5210929601600260000;1
33124;5;5;13;0;2021;1;5;2;3;0;1;1;0;0;0;0;2;0;365418,833999869413674;5715373,212999485433102;7,057943079000040;51,573344403000078;5210104700000470000;1
33128;5;3;15;0;2021;9;18;6;2;0;1;1;0;0;0;0;0;0;359327,305835789069533;5647726,103270364925265;6,996715361000042;50,963945853000041;5210903601500080000;0
33130;5;1;13;0;2021;1;14;3;3;3;3;1;1;0;0;0;0;0;364047,441577690653503;5705176,132265679538250;7,042101504000073;51,481380108000053;5210119502338470000;1
33131;5;3;15;0;2021;11;17;6;3;0;1;1;0;0;0;0;2;0;366492,281999872066081;5640022,115999478846788;7,101510129000076;50,896410047000074;5211105601600670000;1
33133;5;1;22;0;2021;7;12;4;3;5;3;1;1;0;0;0;0;0;365637,252999867312610;5669632,027999481186271;7,078382201000068;51,162328506000051;5210707503400570000;0
33134;5;1;24;0;2021;11;21;3;3;2;6;1;1;0;0;0;2;0;370260,377814774401486;5679986,790003677830100;7,140717976000076;51,256458550000048;5211109503100590000;0
33139;5;1;13;0;2021;10;17;1;3;0;1;1;0;0;0;0;0;0;360057,387421489693224;5701847,866931587457657;6,985994654000024;51,450498496000080;5211024502209780000;0
33140;5;5;58;40;2021;12;10;5;3;5;3;1;1;0;0;0;0;0;372669,550999901257455;5760509,877999560907483;7,145958836000034;51,980655226000067;5211230706200750000;1
33146;5;1;58;8;2021;9;16;3;3;3;6;1;0;0;0;0;0;1;361339,119629999622703;5673543,771194394677877;7,015441041000031;51,196457046000035;5210928516700990000;0
33148;5;3;14;0;2021;1;10;6;3;5;3;1;0;0;0;1;0;0;367101,717730431817472;5620283,114222176373005;7,117318035000039;50,719138052000062;5210115600380870000;0
33152;5;5;62;14;2021;9;12;6;3;1;3;1;1;0;0;0;0;0;361699,306757159531116;5714093,013017561286688;7,004807265000068;51,560940153000047;5210917701300270000;0
33153;5;3;14;0;2021;10;9;6;3;3;2;1;1;0;0;0;0;0;366329,073342053219676;5622351,332359343767166;7,105629084000043;50,737549993000073;5211029600110590000;0
33156;5;3;14;0;2021;6;15;2;3;5;3;1;1;0;0;0;0;0;366657,472794858738780;5621149,285988939926028;7,110715216000074;50,726821471000051;5210621600110690000;0
33164;5;3;15;0;2021;2;13;5;3;6;7;1;0;1;0;0;0;0;358848,747295156121254;5642379,626279855147004;6,991976243000067;50,915779696000072;5210218601610700000;0
33173;5;1;58;32;2021;3;12;6;3;0;1;1;0;0;0;0;0;0;363610,585474892519414;5688507,619047317653894;7,042223524000065;51,331481661000055;5210312516110700000;0
33176;5;5;62;16;2021;1;17;3;2;5;2;1;1;0;0;0;1;0;370312,802999891340733;5731387,037999534979463;7,122586819000048;51,718402674000060;5210112701700140000;1
33178;5;3;15;0;2021;3;17;2;2;5;2;1;1;0;0;0;0;0;368390,204463752917945;5641515,676875835284591;7,127944787000047;50,910269599000060;5210301601620090000;0
33182;5;3;15;0;2021;9;19;1;3;5;2;1;1;0;0;0;0;0;363475,459999856539071;5640205,143999453634024;7,058568301000037;50,897349696000049;5210919601620280000;0
33183;5;3;14;0;2021;2;10;2;3;5;2;1;1;0;0;0;0;0;371275,803743936121464;5614386,078542377799749;7,178471724000076;50,667072616000041;5210222600380020000;0
33192;5;3;14;0;2021;11;18;6;3;5;2;1;1;0;0;0;2;0;364400,575999860651791;5622942,910999460145831;7,078097205000063;50,742419929000050;5211112600110970000;0
33196;5;1;13;0;2021;10;6;1;3;0;3;1;1;0;0;0;2;0;366807,860999873839319;5705235,371999500319362;7,081808684000066;51,482569243000057;5211031502111190000;1
33206;5;3;15;0;2021;11;7;3;2;5;3;1;1;0;0;0;0;0;360622,661419840529561;5646337,840025797486305;7,015681966000045;50,951784137000061;5211109601500290000;0
33208;5;3;78;4;2021;9;7;3;3;5;2;1;0;0;0;0;0;0;367771,652272195555270;5647860,730419486761093;7,116848566000044;50,967155919000049;5210907606100080000;0
33217;5;3;82;4;2021;4;13;4;3;0;7;1;0;1;0;0;0;0;359762,798815918155015;5618341,374007601290941;7,014155015000028;50,699961964000067;5210428600370870000;0
33218;5;3;14;0;2021;3;19;3;2;3;6;1;0;0;0;1;2;0;367490,805999875999987;5622919,375999486073852;7,121879288000059;50,742921843000033;5210316600140170000;1
33219;5;3;15;0;2021;12;20;5;3;5;2;1;1;0;0;0;2;0;360057,870999838225543;5648288,007999423891306;7,006896238000024;50,969173672000068;5211230601500560000;0
33223;5;5;13;0;2021;12;8;3;3;2;6;1;1;0;0;0;0;0;369039,199012928642333;5708152,484901435673237;7,112842195000042;51,509305975000075;5211207700000270000;1
33226;5;3;82;56;2021;9;17;3;3;0;1;1;0;0;0;0;0;0;370578,684745345264673;5628775,274882029742002;7,163560875000030;50,796252550000077;5210914607500880000;0
33235;5;3;14;0;2021;3;20;3;3;5;2;1;1;0;0;0;2;0;364414,607999861240387;5618064,398999460041523;7,080089051000073;50,698575750000032;5210302600110350000;0
33238;5;1;13;0;2021;9;18;4;3;3;7;1;0;0;0;0;0;0;360028,736402331851423;5703569,597883423790336;6,984901145000038;51,465963281000029;5210922502104180000;0
33243;5;1;13;0;2021;6;19;4;3;0;1;1;0;0;0;0;0;0;362959,068438308313489;5704026,939188074320555;7,026883214000065;51,470790323000074;5210602502338470000;0
33251;5;3;78;16;2021;6;12;3;3;5;3;1;1;0;0;0;0;0;361229,240771546028554;5662331,267531169578433;7,018191020000074;51,095664964000036;5210622606230990000;0
33257;5;5;62;20;2021;10;7;5;3;5;3;1;1;0;0;0;0;0;371443,626615074463189;5715769,228471763432026;7,144687955000052;51,578309413000056;5211028701200560000;0
33258;5;3;15;0;2021;6;8;3;3;0;2;1;1;0;0;0;0;0;359439,162030631676316;5641920,739389590919018;7,000546814000074;50,911799714000040;5210608601610510000;0
33260;5;5;13;0;2021;11;17;6;3;4;2;1;1;0;0;0;2;0;366888,266999877057970;5706788,703999498859048;7,082380235000073;51,496547508000049;5211119700000680000;1
33267;5;3;82;4;2021;6;9;7;3;0;1;1;0;0;0;0;0;0;361246,080721119418740;5622480,548739399760962;7,033589211000049;50,737519177000081;5210605600370490000;0
33271;5;5;54;24;2021;1;5;3;3;5;3;1;1;0;0;0;2;0;369959,252999891526997;5777861,673999544233084;7,099911375000033;52,135949693000043;5210112705000430000;1
33273;5;1;13;0;2021;10;12;1;3;5;3;1;1;0;0;0;0;0;366161,331669083796442;5696011,098655639216304;7,075990748000038;51,399520520000067;5211024502231590000;0
33293;5;5;62;24;2021;6;22;5;3;1;5;1;1;0;0;0;2;0;369774,178473179228604;5722206,839524406939745;7,118217496000057;51,635779168000056;5210603701500960000;1
33296;5;3;14;0;2021;10;18;4;3;1;5;1;1;0;0;0;2;0;365346,563827663660049;5623003,135132808238268;7,091475079000077;50,743181364000066;5211013600110280000;0
33300;5;5;54;36;2021;5;15;3;3;0;7;1;0;0;0;0;0;0;369414,474663761444390;5766335,292372969910502;7,096369550000077;52,032246863000069;5210525705000680000;0
33301;5;1;22;0;2021;6;17;3;3;0;7;1;0;0;0;0;0;0;365160,474129393696785;5672901,266330519691110;7,070341049000035;51,191597381000065;5210608503400090000;0
33308;5;5;54;4;2021;5;23;7;3;5;3;1;1;0;0;0;2;0;365157,013033887371421;5771106,714250985532999;7,032461567000041;52,074102085000050;5210508705000030000;0
33310;5;1;13;0;2021;6;18;7;3;0;1;1;0;0;0;0;0;0;362101,299399606883526;5699329,604127347469330;7,016371721000041;51,428369765000070;5210619502211470000;0
33314;5;5;13;0;2021;6;17;5;3;0;7;1;0;0;0;0;0;0;365260,425298264250159;5718699,824087429791689;7,054381607000039;51,603200846000050;5210624700200980000;0
33321;5;5;62;24;2021;12;7;2;3;5;2;1;1;0;0;0;2;0;370534,562045371159911;5726188,136214101687074;7,127724748000048;51,671733366000069;5211213701500080000;1
33326;5;3;82;56;2021;9;16;5;2;5;2;1;1;0;0;0;0;0;370723,465621167793870;5628514,590087790042162;7,165705881000065;50,793941775000064;5210909607400480000;0
33331;5;3;14;0;2021;3;10;3;3;3;6;1;1;0;0;0;0;0;366128,173463297076523;5622358,022847371175885;7,102781185000026;50,737563851000061;5210316600110880000;0
33332;5;3;14;0;2021;4;19;2;3;5;3;1;1;0;0;0;0;0;365221,227891484275460;5623063,487947063520551;7,089677590000065;50,743694729000026;5210419600110470000;0
33334;5;3;78;4;2021;11;7;5;3;2;2;1;1;0;0;0;0;0;369473,573999885469675;5650543,898999504745007;7,140109503000076;50,991659837000043;5211125606100970000;0
33349;5;5;62;24;2021;5;17;3;2;5;3;1;1;0;0;0;0;0;371101,286275648511946;5724760,418250860646367;7,136442447000036;51,659033194000074;5210511701500780000;0
33352;5;3;78;20;2021;4;14;5;3;0;7;1;1;0;0;1;0;1;371795,547798305749893;5653072,285421362146735;7,172284485000034;51,014906684000039;5210401606300330000;0
33358;5;1;13;0;2021;9;17;5;3;0;7;1;0;0;0;0;0;0;361532,626377802342176;5702203,403246454894543;7,007072740000069;51,454056142000070;5210923502101280000;0
33363;5;3;14;0;2021;10;15;6;3;5;2;1;1;0;0;0;0;0;364714,224185314960778;5621833,258887542411685;7,082947344000047;50,732519684000067;5211029600110490000;0
33365;5;3;82;68;2021;9;15;1;3;3;6;1;1;0;0;0;0;0;370598,970092870295048;5630600,596503823995590;7,163205194000057;50,812663397000051;5210926607400580000;0
33368;5;1;13;0;2021;6;7;2;3;0;7;1;1;0;0;0;0;0;363533,744967085309327;5705267,557859152555466;7,034672930000056;51,482077996000044;5210614502338660000;0
33377;5;3;82;24;2021;10;23;6;3;0;1;1;0;0;0;0;2;0;371170,880877707153559;5617783,257572270929813;7,175803949000056;50,697584724000080;5211008600120370000;0
33379;5;5;54;20;2021;11;13;4;3;5;3;1;1;0;0;0;0;0;366467,912999876774848;5785769,535999516025186;7,045817426000042;52,206172880000054;5211103705000020000;0
33390;5;3;15;0;2021;6;15;3;3;5;3;1;1;0;0;0;0;0;360496,112999841570854;5646495,347999423742294;7,013821094000036;50,953169072000037;5210601601500660000;0
33393;5;3;14;0;2021;5;17;7;3;0;1;1;0;0;0;0;0;0;366266,025124111212790;5622195,037166781723499;7,104792807000024;50,736130700000047;5210529600110680000;0
33394;5;3;82;68;2021;4;18;6;2;5;3;1;1;0;0;0;0;0;365472,530781755223870;5627536,126823412254453;7,091602282000053;50,783952537000062;5210430607400660000;0
33401;5;5;13;0;2021;6;14;7;3;5;3;1;1;0;0;0;0;0;366463,019999872893095;5714484,887999499216676;7,073339464000071;51,565609740000070;5210619700000920000;0
33411;5;3;15;0;2021;2;16;7;3;5;2;1;1;0;0;0;0;0;360044,643959583714604;5648316,160186938941479;7,006697143000054;50,969423465000034;5210227601500770000;0
