OBJECTID;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
238056;5;9;13;0;2019;4;16;5;3;6;4;0;1;0;1;0;0;0;393860,491265467370000;5707206,999849155500000;7,470650911000064;51,506015658000081;0
238058;5;5;70;4;2019;4;15;4;3;6;1;0;1;0;1;0;0;0;423827,959452995100000;5735164,862073134600000;7,896261046000063;51,762187430000040;0
238060;5;5;66;76;2019;4;10;4;3;1;5;0;1;1;0;0;0;0;394452,268363191750000;5793848,816023496900000;7,452648668000052;52,284853954000027;0
238061;5;5;54;36;2019;4;17;4;3;5;2;0;1;1;0;0;0;0;369807,202050608580000;5766726,197556458400000;7,101942398000062;52,035851855000033;0
238064;5;5;15;0;2019;4;7;4;3;5;3;0;1;1;0;0;0;0;404434,657648050230000;5760667,835818814100000;7,608270168000047;51,988447328000063;0
238066;5;5;13;0;2019;4;7;4;3;6;7;0;1;0;1;0;0;0;366680,698050956240000;5708906,735374625800000;7,078591108000069;51,515532623000070;0
238068;5;3;58;8;2019;4;10;4;3;3;6;0;1;0;0;0;1;0;322983,775552829730000;5630382,805444916700000;6,488032302000022;50,798115280000047;0
238070;5;3;34;12;2019;4;14;4;3;3;5;0;1;1;0;0;0;0;306313,723359923810000;5631623,524650253400000;6,251097939000033;50,803929403000041;0
238071;5;3;34;2;2019;4;14;4;3;5;3;0;1;0;0;0;0;1;295334,374385903590000;5631616,739556690700000;6,095484798000030;50,800095015000068;0
238073;5;3;74;48;2019;4;21;4;3;4;3;2;1;1;0;0;0;0;395010,556571008640000;5646829,195826951400000;7,504913960000067;50,963492212000062;0
238076;5;3;16;0;2019;4;16;4;3;5;3;0;1;1;0;0;0;0;360330,009742451830000;5655219,395689347800000;7,008103102000064;51,031532573000050;0
238077;5;3;15;0;2019;4;7;4;3;3;6;0;1;0;0;0;0;0;363149,728904773480000;5638965,729373130900000;7,054403426000022;50,886133386000040;0
238079;5;3;15;0;2019;4;7;4;3;0;7;0;1;0;0;0;0;1;359141,294049715620000;5645012,681765802200000;6,995117970000024;50,939514718000055;1
238080;5;3;15;0;2019;4;7;4;3;0;7;0;1;0;0;0;0;1;359143,993563701400000;5645017,116047414000000;6,995154654000032;50,939555229000064;1
238083;5;3;15;0;2019;4;16;4;3;0;1;0;1;0;0;0;0;0;354097,792044771840000;5650238,337771765900000;6,921286545000044;50,985221751000040;0
238084;5;3;15;0;2019;4;16;4;3;1;5;0;1;0;0;1;0;0;347202,158960088160000;5644955,781845875100000;6,825334491000035;50,935963483000080;0
238086;5;3;15;0;2019;4;19;4;3;0;7;0;1;1;0;0;0;0;354299,420891592280000;5645952,241348324300000;6,925873866000075;50,946755167000049;0
238090;5;3;14;0;2019;4;12;4;3;1;5;0;1;1;0;0;0;0;365375,594968222080000;5622811,564938727800000;7,091956310000057;50,741466280000054;0
238092;5;1;58;16;2019;4;17;4;3;0;2;0;1;1;0;0;0;0;355630,808005915950000;5671947,044668298200000;6,934439460000021;51,180694555000059;0
238093;5;1;58;16;2019;4;12;4;3;1;5;0;1;1;0;0;0;0;355055,183675533160000;5671956,325010966500000;6,926205750000065;51,180632305000074;0
238096;5;1;62;8;2019;4;15;4;2;0;7;0;1;0;0;0;0;0;330445,676036021670000;5662893,693089716100000;6,578683867000052;51,092443622000076;0
238099;5;1;14;0;2019;4;7;4;3;5;3;0;1;1;0;0;0;0;328047,162654132580000;5688454,147958122200000;6,532216618000064;51,321361467000031;0
238102;5;1;13;0;2019;4;20;4;3;6;7;0;1;0;1;0;0;0;360785,242044444200000;5694768,531900337000000;6,999243283000055;51,387060471000041;0
238104;5;1;13;0;2019;4;16;4;2;0;7;0;1;0;0;0;0;0;361250,824473119340000;5699778,529617896300000;7,003970020000054;51,432196386000044;0
238105;5;1;12;0;2019;4;12;4;3;5;3;0;1;1;0;0;0;0;339630,860000000340000;5698018,179000001400000;6,693996736000031;51,410674534000066;0
238106;5;1;12;0;2019;4;21;4;3;5;3;2;1;0;0;1;0;0;343170,996505829510000;5709745,941322580000000;6,739656301000025;51,517036194000070;0
238112;5;7;74;32;2019;4;14;4;3;0;1;0;1;0;0;0;0;0;481589,269999999550000;5730527,377000000300000;8,733447425000065;51,725369620000038;0
238116;5;7;54;16;2019;4;9;4;3;5;3;0;1;0;0;0;0;1;446922,397606923240000;5756967,330376373600000;8,227511512000035;51,960864958000059;0
238117;5;7;54;16;2019;4;9;4;3;5;3;0;1;1;0;0;0;0;446922,023000000980000;5756961,714999999900000;8,227506928000025;51,960814439000046;0
238118;5;7;54;8;2019;4;16;4;3;1;1;0;1;1;0;0;0;0;455950,587779151280000;5749281,570526797300000;8,359881277000056;51,892554702000041;0
238120;5;9;74;40;2019;4;17;4;2;5;2;0;1;0;0;0;0;1;437628,020011816170000;5713881,937394226000000;8,099995123000042;51,572553744000061;0
238121;5;9;70;44;2019;4;17;4;3;5;7;0;1;1;0;0;0;0;440273,047105365430000;5629781,946279849900000;8,152150478000067;50,816680561000055;0
238122;5;9;14;0;2019;4;18;4;3;5;3;0;1;1;0;0;0;0;393701,080606247300000;5695086,886375244700000;7,471996754000031;51,397042911000028;0
238123;5;9;13;0;2019;4;16;4;3;2;3;0;1;1;0;0;0;0;395917,194000001070000;5708078,561999999000000;7,500017319000051;51,514232370000059;0
238124;5;9;13;0;2019;4;7;4;3;4;6;0;1;0;1;0;0;0;393018,702685703520000;5706748,811619050800000;7,458665381000060;51,501738513000078;0
238125;5;5;70;8;2019;4;15;3;3;5;2;0;1;1;0;0;0;0;433502,175804501400000;5734147,998471820700000;8,036612856000033;51,754278285000055;0
238126;5;5;70;4;2019;4;9;3;3;5;3;0;1;1;0;0;0;0;425162,970609548500000;5735852,326430551700000;7,915453595000031;51,768547554000065;0
238127;5;5;66;68;2019;4;15;3;2;4;6;0;1;0;0;0;0;0;376445,879459639080000;5785227,609557675200000;7,191956277000031;52,203630198000042;0
238128;5;5;66;8;2019;4;7;3;3;5;3;0;1;1;0;0;0;0;398213,914369954730000;5781194,523376271100000;7,511583464000069;52,171832246000065;0
238130;5;5;58;16;2019;4;13;3;3;5;2;0;1;1;0;0;0;0;381534,670391016640000;5743054,106925262100000;7,280977471000028;51,825740420000045;0
238131;5;5;54;16;2019;4;12;3;2;1;5;0;1;0;0;1;0;0;362736,497254941610000;5757650,649252474300000;7,002559524000048;51,952598552000040;0
238132;5;5;54;8;2019;4;10;3;3;5;2;0;1;1;0;0;0;0;334919,795087320730000;5746481,969198998100000;6,603472994000072;51,844708585000035;0
238133;5;5;54;8;2019;4;7;3;3;4;2;0;1;0;0;0;0;0;335401,311000001620000;5745843,876000002000000;6,610760390000053;51,839118501000030;0
238134;5;5;15;0;2019;4;7;3;3;5;2;0;1;1;0;0;0;0;405289,867999998850000;5766643,967000000200000;7,619067690000065;52,042309215000046;0
238135;5;5;62;36;2019;4;10;3;2;9;1;0;1;0;0;0;0;0;388771,114000082020000;5720451,472499558700000;7,393157441000028;51,624079466000069;0
238136;5;5;62;8;2019;4;13;3;3;3;6;0;1;0;0;0;0;0;384561,493665935470000;5722478,175606776000000;7,331703090000076;51,641447083000060;0
238139;5;5;62;32;2019;4;6;3;3;3;6;1;1;1;0;0;0;0;375038,090535073540000;5715405,886796167100000;7,196664096000063;51,575852357000031;0
238140;5;5;13;0;2019;4;16;3;3;6;7;0;1;0;1;0;0;0;362841,874720379710000;5710646,905012922400000;7,022623180000039;51,530251418000034;0
238142;5;3;70;40;2019;4;18;3;3;0;3;0;1;1;0;0;0;0;303513,776743326340000;5667364,502636196100000;6,192109920000064;51,124005947000057;0
238145;5;3;70;16;2019;4;6;3;2;0;7;2;1;0;0;0;0;0;297464,879765532910000;5660651,299819318600000;6,109548387000075;51,061609167000029;0
238148;5;3;82;68;2019;4;7;3;3;4;6;0;1;0;0;0;0;0;369919,759130781520000;5630587,454100143200000;7,153574062000075;50,812393130000032;0
238152;5;3;62;20;2019;4;18;3;3;5;2;0;1;1;0;0;0;0;343546,004688035700000;5630154,364670613800000;6,779670860000067;50,801978785000074;1
238155;5;3;15;0;2019;4;16;3;2;5;3;0;1;1;0;0;0;0;351558,883825554510000;5654569,015822332400000;6,883369094000045;51,023489728000072;0
238157;5;3;15;0;2019;4;17;3;2;5;2;0;1;1;0;0;0;0;353035,892899968660000;5643059,604324407900000;6,909066067000026;50,920439447000035;0
238158;5;3;15;0;2019;4;14;3;3;1;5;0;1;1;0;0;0;0;356397,272859232500000;5645451,678404985000000;6,955914806000067;50,942783084000041;0
238160;5;5;15;0;2019;4;13;7;3;5;3;0;1;0;0;0;0;0;403640,156774386760000;5757352,713203366800000;7,597634197000048;51,958512742000039;1
238161;5;3;14;0;2019;4;5;3;3;7;7;2;1;0;0;0;0;1;363643,490347003560000;5618826,202298792100000;7,068895203000068;50,705242433000080;0
238164;5;5;62;12;2019;4;9;7;2;5;3;0;1;1;0;0;0;0;359099,320181749760000;5726749,891445422500000;6,962234558000034;51,674029706000056;0
238166;5;3;14;0;2019;4;9;3;3;5;2;0;1;1;0;0;0;0;366468,528331682090000;5620470,457267064600000;7,108285451000029;50,720676747000027;0
238167;5;5;62;24;2019;4;17;7;3;5;2;0;1;1;0;0;0;0;371649,708999999800000;5724903,827000003300000;7,144314140000063;51,660447481000062;1
238168;5;5;13;0;2019;4;10;7;3;1;6;0;1;1;0;0;0;1;365419,954333141450000;5715990,432258497900000;7,057722750000039;51,578891275000046;0
238170;5;1;70;8;2019;4;22;3;2;8;1;2;1;0;0;0;0;0;341288,910941191950000;5715438,708493862300000;6,709986233000052;51,567657156000053;0
238171;5;3;58;24;2019;4;7;7;3;3;6;0;1;1;0;0;0;0;314664,911645217800000;5644665,627895869300000;6,362880389000054;50,923820519000060;0
238175;5;1;58;32;2019;4;19;5;3;6;4;0;1;0;1;0;0;0;363826,021838678050000;5689628,597754228900000;7,044885400000055;51,341607238000051;0
238176;5;1;58;32;2019;4;16;5;3;5;2;0;1;1;0;0;0;0;363087,432000000960000;5691335,651999997000000;7,033631056000047;51,356770545000074;0
238178;5;1;62;24;2019;4;15;5;3;5;3;0;1;1;0;0;0;0;340012,557697959240000;5673208,477043902500000;6,710601674000031;51,187871696000059;0
238185;5;1;11;0;2019;4;8;5;3;3;2;0;1;1;0;0;0;0;344740,707487849520000;5676333,984404807900000;6,776853332000030;51,217259565000063;0
238187;5;1;11;0;2019;4;18;5;3;3;2;0;1;1;0;0;0;0;345110,181322418150000;5680390,923004988600000;6,780385359000036;51,253813077000075;0
238193;5;7;11;0;2019;4;10;5;3;5;3;0;1;1;0;0;0;0;468041,358004650100000;5763543,637418756300000;8,534248090000062;52,021605553000029;0
238194;5;7;11;0;2019;4;9;5;3;5;7;0;1;1;0;0;0;0;468417,306855099280000;5763168,169367877800000;8,539761465000026;52,018251387000078;0
238196;5;9;54;24;2019;4;8;5;3;5;7;0;1;1;0;0;0;0;380906,082122609950000;5684573,148144006700000;7,291675585000064;51,300004232000049;0
238197;5;9;62;36;2019;4;18;5;3;3;5;0;1;1;0;0;0;0;406000,760826215150000;5662527,170497929700000;7,657296938000059;51,106514858000025;0
238205;5;9;11;0;2019;4;18;5;3;0;1;0;1;0;0;0;0;0;381713,379285446370000;5703118,263285886500000;7,297073690000048;51,466855056000043;0
238208;5;5;66;96;2019;4;11;4;3;1;5;0;1;1;0;0;0;0;384423,968765064140000;5785745,206110384300000;7,308470883000041;52,210012313000050;0
238210;5;5;15;0;2019;4;8;4;2;5;3;0;1;0;0;0;0;0;405208,894000000320000;5757219,747000003200000;7,620494175000033;51,957587232000037;0
238211;5;5;15;0;2019;4;6;4;3;5;2;0;1;1;0;0;0;0;405903,526273271070000;5758251,746678726700000;7,630317363000074;51,966981286000077;0
238212;5;5;15;0;2019;4;16;4;3;5;1;0;1;0;0;0;0;0;405940,996374403130000;5756795,665524322500000;7,631261344000052;51,953899714000045;0
238214;5;5;62;32;2019;4;7;4;3;5;3;0;1;1;0;0;0;0;377338,290386693550000;5716523,896943872800000;7,229450705000033;51,586405471000035;0
238217;5;3;70;28;2019;4;15;4;3;4;2;0;1;1;0;0;0;0;299318,229627094230000;5644678,365690000400000;6,144785317000071;50,918802079000045;0
238220;5;3;82;28;2019;4;19;4;3;5;3;0;1;1;0;0;0;0;377671,235910099930000;5631846,598038097800000;7,263126927000030;50,825400169000034;0
238221;5;3;62;20;2019;4;8;4;3;5;3;0;1;1;0;0;0;0;343587,628603972490000;5629495,722392117600000;6,780541600000049;50,796071425000036;1
238223;5;3;15;0;2019;4;12;4;2;1;5;0;1;1;0;0;0;0;350598,829022846180000;5651438,627621807200000;6,870978500000035;50,995110537000073;0
238224;5;3;15;0;2019;4;12;4;2;0;3;0;1;1;0;0;0;0;351721,617000000550000;5648529,705000000100000;6,888153752000051;50,969260153000050;0
238225;5;3;15;0;2019;4;17;4;3;3;2;0;1;0;0;0;0;1;353765,449677601460000;5646849,584883788600000;6,917917448000026;50,954684061000080;0
238226;5;3;14;0;2019;4;9;4;3;5;3;0;1;1;0;0;0;0;365795,812807175330000;5620664,756913645200000;7,098690113000032;50,722268134000046;1
238227;5;1;70;8;2019;4;12;4;3;5;2;0;1;1;0;0;0;0;344229,610349319880000;5714854,307460509200000;6,752640588000077;51,563226473000043;0
238228;5;1;70;20;2019;4;16;4;3;5;3;0;1;1;0;0;0;0;331114,873999999840000;5708168,185000000500000;6,566812067000058;51,499387040000045;0
238229;5;1;58;16;2019;4;13;4;3;1;5;0;1;1;0;0;0;0;354930,114267990920000;5671604,355236521000000;6,924559663000025;51,177437670000074;0
238230;5;1;54;16;2019;4;17;4;3;0;1;0;1;0;0;0;0;0;303420,208623259330000;5730098,921627830700000;6,156011506000027;51,687386831000026;0
238236;5;1;12;0;2019;4;19;4;3;0;1;0;1;0;0;0;0;0;344827,890951045790000;5710769,173202320900000;6,763066492000064;51,526687303000074;0
238239;5;1;11;0;2019;4;19;4;3;3;6;0;1;1;0;0;0;0;346734,879113926550000;5675903,274809714400000;6,805569197000068;51,213928164000038;0
238242;5;7;62;20;2019;4;18;4;3;5;3;0;1;1;0;0;0;0;526195,918457779100000;5736049,054381460000000;9,379681146000053;51,774706121000065;0
238244;5;7;66;56;2019;4;12;4;3;1;5;0;1;1;0;0;0;0;480136,077836452980000;5756123,259170204400000;8,710938177000060;51,955454892000034;0
238253;5;9;54;16;2019;4;11;4;3;5;3;0;1;1;0;0;0;0;374057,034474365410000;5695650,510216711100000;7,189561287000061;51,398087764000081;0
238257;5;9;13;0;2019;4;17;4;3;0;3;0;1;1;0;0;0;0;393818,375083360820000;5705121,879745196600000;7,470671777000064;51,487265591000039;0
238258;5;9;13;0;2019;4;22;4;3;5;3;2;1;1;0;0;0;0;395438,499642379580000;5712045,644679937500000;7,491943198000058;51,549802346000035;0
238261;5;5;66;76;2019;4;18;3;2;0;1;0;1;0;0;0;0;0;392391,716396317820000;5794119,428443590200000;7,422366453000052;52,286886394000078;0
238270;5;3;16;0;2019;4;5;3;3;5;3;2;1;1;0;0;0;0;361125,491208666000000;5658610,309153368700000;7,018140023000058;51,062199633000034;0
238273;5;3;15;0;2019;4;17;3;3;0;7;0;1;0;0;0;0;0;362163,559000001290000;5648489,856000000600000;7,036790694000047;50,971495466000079;0
238275;5;3;15;0;2019;4;10;3;3;8;1;0;1;0;0;0;0;0;349357,692969338970000;5652327,891756281300000;6,852936148000026;51,002778088000071;0
238276;5;3;15;0;2019;4;16;3;3;8;7;0;1;0;0;0;0;0;349468,076999999580000;5644443,616000000400000;6,857770990000063;50,931956908000075;0
238278;5;3;15;0;2019;4;14;3;3;6;4;0;1;0;1;0;0;0;356464,478286288680000;5646001,109016431500000;6,956654246000028;50,947737476000043;0
238279;5;3;15;0;2019;4;0;3;3;1;7;2;1;1;0;0;0;0;356393,081541575490000;5643014,576418712700000;6,956815400000039;50,920880097000065;0
238280;5;3;15;0;2019;4;16;3;3;0;7;0;1;0;0;0;0;0;355879,324152782560000;5644585,716389542400000;6,948889753000060;50,934871596000050;0
238283;5;1;70;8;2019;4;19;3;3;0;7;0;1;0;1;0;0;0;342469,374139395540000;5714553,728019202100000;6,727401049000036;51,560037006000073;0
238285;5;1;58;8;2019;4;17;3;3;6;7;0;1;0;1;0;0;0;361131,556164793670000;5673261,819225911100000;7,012581295000075;51,193872796000051;0
238289;5;1;66;12;2019;4;16;3;3;0;1;0;1;0;0;0;0;0;321586,844167359170000;5694121,396538443900000;6,436758645000055;51,370280954000066;0
238290;5;1;66;16;2019;4;14;3;2;5;3;0;1;1;0;0;0;0;307705,829199792820000;5685730,537897199400000;6,242099469000038;51,290388149000080;0
238291;5;1;62;4;2019;4;7;3;3;0;7;0;1;0;0;0;0;1;343147,868000001650000;5665122,258000001300000;6,758954111000037;51,116083024000034;1
238299;5;1;11;0;2019;4;15;3;2;0;1;0;1;0;0;0;0;0;343876,626274519600000;5681601,658313788500000;6,762194182000030;51,264355430000080;0
238300;5;7;66;8;2019;4;19;3;3;3;2;0;1;1;0;0;0;0;481609,224500362760000;5768152,035072632100000;8,731729365000035;52,063654430000042;0
238301;5;7;66;8;2019;4;14;3;3;0;7;0;1;1;0;0;0;0;484560,690625906920000;5768491,118513884000000;8,774767377000046;52,066793188000076;0
238305;5;9;70;24;2019;4;15;3;3;4;3;0;1;0;0;0;0;0;429474,045000000860000;5646069,123000001500000;7,995732982000050;50,961908831000073;0
238315;5;9;13;0;2019;4;7;3;3;5;3;0;1;1;0;0;0;0;392880,510012980550000;5702849,590910472000000;7,457858059000046;51,466664234000064;0
238316;5;9;13;0;2019;4;6;3;3;0;3;0;1;1;0;0;0;0;395070,629026497710000;5708289,976000510200000;7,487758717000077;51,515976073000047;0
238317;5;9;11;0;2019;4;19;3;3;0;7;0;1;1;0;0;0;0;382831,569492060690000;5704867,359357291800000;7,312584216000062;51,482808322000039;0
238318;5;5;70;52;2019;4;12;2;3;0;1;0;1;0;0;0;0;0;430430,373394465070000;5756851,586308602200000;7,987546649000024;51,958005441000068;0
238319;5;5;66;56;2019;4;14;2;3;5;1;0;1;1;0;0;0;0;416870,019000001250000;5796995,725000003400000;7,780428980000067;52,316988209000044;0
238320;5;5;66;28;2019;4;12;2;3;5;3;0;1;1;0;0;0;0;417048,645338932050000;5791454,256649408500000;7,784413330000064;52,267205836000073;0
238322;5;5;66;84;2019;4;19;2;3;5;3;0;1;1;0;0;0;0;390849,408229278400000;5776272,926640542200000;7,405517247000034;52,126193134000061;0
238327;5;3;82;68;2019;4;10;2;3;1;3;0;1;0;0;0;0;1;367755,607476647010000;5631500,282179020300000;7,122543414000063;50,820107518000043;0
238332;5;3;15;0;2019;4;22;2;2;0;1;2;1;1;0;0;0;0;349621,890756188890000;5645477,002201253500000;6,859531830000037;50,941283368000029;0
238333;5;3;15;0;2019;4;17;2;3;0;5;0;1;1;0;0;0;0;355055,990139586850000;5647071,791595270900000;6,936190830000044;50,957006991000071;0
238334;5;3;15;0;2019;4;13;2;2;4;2;0;1;1;0;0;0;0;352789,909000000920000;5644617,706000002100000;6,904939698000021;50,934378776000074;0
238335;5;3;14;0;2019;4;15;2;3;6;6;0;1;0;1;0;0;0;369611,738987692630000;5616154,378478011100000;7,154313694000052;50,682596386000057;0
238336;5;1;70;8;2019;4;19;2;3;5;3;0;1;1;0;0;0;0;342623,677265981210000;5716792,889947816700000;6,728622351000070;51,580197942000041;0
238337;5;1;70;8;2019;4;15;2;3;5;2;0;1;1;0;0;0;0;343694,750250150450000;5714916,859121769700000;6,744902563000039;51,563640504000034;0
238338;5;1;70;20;2019;4;19;2;3;5;3;0;1;1;0;0;0;0;330103,553404055540000;5708285,248425155900000;6,552199502000065;51,500135647000036;0
238341;5;1;66;36;2019;4;9;2;3;5;7;0;1;0;1;0;0;0;328059,691579310220000;5679602,132001303100000;6,536656174000029;51,241841109000063;0
238344;5;1;14;0;2019;4;13;2;3;1;5;0;1;1;0;0;0;0;331239,986607748080000;5690996,776478825100000;6,576789519000045;51,345160389000057;0
238345;5;1;22;0;2019;4;5;2;3;5;3;2;1;1;0;0;0;0;361673,551727061160000;5668868,611439723500000;7,022023666000052;51,154523098000027;0
238349;5;1;24;0;2019;4;9;2;3;5;2;0;1;1;0;0;0;0;374821,037718206640000;5681785,447588592800000;7,205411550000065;51,273643865000054;0
238350;5;1;17;0;2019;4;15;2;3;6;4;0;1;0;1;0;0;0;352989,147152934220000;5702249,191705457900000;6,884177008000052;51,452313786000047;0
238351;5;1;13;0;2019;4;15;2;3;5;2;0;1;1;0;0;0;0;366402,498758582400000;5694866,622967369900000;7,079886340000030;51,389292154000032;0
238355;5;1;11;0;2019;4;9;2;3;3;2;0;1;1;0;0;0;0;342104,518028598280000;5675735,950626015700000;6,739400447000037;51,211163242000055;0
238358;5;1;11;0;2019;4;17;2;3;1;5;0;1;1;0;0;0;0;344676,287961455990000;5677148,385504853000000;6,775578829000040;51,224559745000079;0
238360;5;1;11;0;2019;4;10;2;3;5;3;0;1;1;0;0;0;0;346890,355433220980000;5675945,442028300800000;6,807775539000033;51,214348768000036;0
238362;5;7;62;40;2019;4;18;2;3;7;5;0;1;1;0;0;0;0;502004,054044854830000;5719401,250850796700000;9,028951226000061;51,625628256000027;0
238363;5;7;54;20;2019;4;18;2;2;0;7;0;1;0;0;0;0;0;447021,667999999600000;5747821,629000002500000;8,230363492000038;51,878652117000058;0
238367;5;7;11;0;2019;4;11;2;3;3;6;0;1;1;0;0;0;0;466398,992027310650000;5766687,920512279500000;8,510004903000038;52,049777420000055;0
238368;5;9;70;24;2019;4;8;2;2;3;6;0;1;1;0;0;0;0;429726,494018329310000;5646237,155266100500000;7,999294729000042;50,963450490000071;0
238370;5;9;54;8;2019;4;17;2;2;0;1;0;1;0;0;0;0;0;387188,177294360470000;5685664,644467897700000;7,381403314000067;51,311094708000041;0
238371;5;9;62;60;2019;4;14;2;3;5;3;0;1;1;0;0;0;0;413793,052655515260000;5679449,442111782700000;7,764513803000057;51,259873287000062;0
238374;5;9;13;0;2019;4;19;2;3;5;3;0;1;1;0;0;0;0;398824,888443794100000;5712302,358093356700000;7,540692815000057;51,552727295000068;0
238375;5;9;78;24;2019;4;7;2;3;5;3;0;1;1;0;0;0;0;397475,980000000450000;5719354,370999999300000;7,519184190000033;51,615871467000034;0
238384;5;3;62;24;2019;4;12;1;3;1;5;0;1;1;0;0;0;0;344126,173850986180000;5644895,300439920300000;6,781616740000061;50,934596843000065;0
238388;5;3;70;4;2019;4;15;5;3;1;7;0;1;1;0;0;0;0;310870,058364323340000;5662763,780229080500000;6,299518104000072;51,085156407000056;0
238390;5;3;82;12;2019;4;7;1;3;5;3;0;1;1;0;0;0;0;356412,797486154360000;5624313,913849746800000;6,964422995000064;50,752821183000037;1
238391;5;3;70;12;2019;4;13;5;2;4;2;0;1;1;0;0;0;0;298420,255085854790000;5649590,769181938800000;6,129308666000043;50,962608941000042;0
238392;5;3;70;16;2019;4;12;5;3;5;3;0;1;1;0;0;0;0;296200,059594946910000;5660703,044761588800000;6,091493360000072;51,061626377000039;0
238393;5;3;14;0;2019;4;1;1;3;8;1;2;1;0;0;0;0;0;370942,273720781320000;5614754,467416418700000;7,173626113000069;50,670310018000066;0
238394;5;3;14;0;2019;4;15;1;3;0;1;0;1;0;0;0;0;0;365782,514143235980000;5622377,696467317600000;7,097878246000050;50,737660894000044;0
238395;5;3;34;12;2019;4;16;5;3;5;3;0;1;1;0;0;0;0;307267,260305547160000;5632194,951915428000000;6,264314579000029;50,809380201000067;0
238396;5;3;34;2;2019;4;7;5;3;3;2;0;1;1;0;0;0;0;297310,269397482280000;5629151,661786288000000;6,124847371000044;50,778649335000068;0
238397;5;1;70;8;2019;4;9;1;3;5;3;0;1;1;0;0;0;0;345040,269000000320000;5714716,523000000000000;6,764387401000022;51,562211821000062;0
238403;5;1;20;0;2019;4;16;1;2;5;7;0;1;1;0;0;0;0;375422,364259783180000;5671769,837726822100000;7,217509802000052;51,183757531000026;0
238406;5;3;74;36;2019;4;15;5;3;0;7;0;1;0;0;0;0;0;384877,054545252580000;5673742,374378664400000;7,352095149000036;51,203470044000028;0
238409;5;3;62;28;2019;4;11;5;3;6;7;0;1;0;1;0;0;0;351702,016063933260000;5635799,597050372500000;6,893048385000043;50,854855540000074;0
238412;5;3;16;0;2019;4;15;5;3;5;3;0;1;1;0;0;0;0;359314,015564263800000;5657239,420549325600000;6,992838473000063;51,049438571000053;0
238413;5;7;54;40;2019;4;15;1;2;0;1;0;1;0;0;0;0;0;461455,155000000260000;5762578,069000000100000;8,438376795000067;52,012506091000034;0
238414;5;7;54;16;2019;4;11;1;3;7;1;0;1;0;0;0;0;0;449912,530360802080000;5756800,749023314600000;8,271050110000033;51,959644771000058;0
238415;5;3;15;0;2019;4;8;5;3;5;2;0;1;1;0;0;0;0;364179,221436614170000;5639610,054809896300000;7,068791256000054;50,892167254000071;0
238416;5;3;15;0;2019;4;14;5;3;0;7;0;1;0;0;0;0;0;357318,844000000510000;5645213,656999999700000;6,969117121000068;50,940872801000069;0
238419;5;3;15;0;2019;4;19;5;3;5;3;0;1;1;0;0;0;0;360569,585294079040000;5646241,396702697500000;7,014963739000052;50,950904547000050;0
238426;5;3;15;0;2019;4;7;5;3;5;2;0;1;1;0;0;0;0;354661,559578272510000;5642281,836457096000000;6,932488947000024;50,913861593000036;0
238428;5;3;82;12;2019;4;18;5;3;1;1;0;1;1;0;0;0;0;361277,614108714280000;5627654,785476764700000;7,032085594000023;50,784030507000068;0
238431;5;3;14;0;2019;4;17;5;3;5;3;0;1;1;0;0;0;0;366343,868999999950000;5621448,482000000800000;7,106166006000024;50,729438584000036;0
238433;5;9;13;0;2019;4;5;1;3;0;7;2;1;0;0;0;0;0;390627,829000001770000;5709249,195000002200000;7,423456931000033;51,523755104000031;1
238435;5;1;70;8;2019;4;16;5;3;0;5;0;1;1;0;0;0;0;343715,589465352710000;5716493,447171021300000;6,744501737000064;51,577811367000038;0
238436;5;9;13;0;2019;4;13;1;2;1;5;0;1;0;0;0;1;0;396438,039481506680000;5704865,681742437200000;7,508463890000030;51,485448550000058;0
238440;5;5;70;12;2019;4;0;7;3;8;1;2;1;0;0;0;0;0;438824,236408350060000;5753182,014464229300000;8,110339204000070;51,926003027000036;0
238441;5;5;66;76;2019;4;13;7;3;5;3;0;1;1;0;0;0;0;392082,544921489430000;5792827,647728100400000;7,418249102000061;52,275216408000063;0
238443;5;1;58;32;2019;4;16;5;3;3;6;0;1;1;0;0;0;0;368017,968828702350000;5685357,968997154400000;7,106616788000054;51,304215519000081;0
238444;5;5;66;8;2019;4;20;7;3;3;6;2;1;0;0;0;0;0;399776,232371380550000;5781443,092594590000000;7,534347628000035;52,174352293000027;0
238445;5;5;58;16;2019;4;0;7;3;0;7;2;1;0;1;0;0;0;381352,569944984280000;5743168,921084286600000;7,278296991000048;51,826733632000071;0
238447;5;3;15;0;2019;4;16;3;3;5;3;0;1;1;0;0;0;0;352817,276846997440000;5645867,845332153100000;6,904823865000026;50,945620234000046;0
238449;5;3;15;0;2019;4;9;3;3;6;7;0;1;0;1;0;0;0;356215,043232877740000;5643714,669323418300000;6,954008011000042;50,927127410000026;0
238451;5;3;82;48;2019;4;11;3;3;5;3;0;1;1;0;0;0;0;355910,848381429910000;5609812,268414216100000;6,962965525000072;50,622366457000055;0
238452;5;3;14;0;2019;4;14;3;3;5;2;0;1;1;0;0;0;0;362427,399000002070000;5620096,241000000400000;7,051209904000075;50,716370741000048;0
