OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
29423;5220224702100570513;5;5;15;0;2022;2;11;5;3;0;2;0;0;1;1;0;0;0;0;406853,876999981002882;5757712,090999660082161;7,644292985000050;51,962290656000100
29429;5220305314120493718;5;9;66;8;2022;3;14;7;3;5;3;0;0;1;1;0;0;0;0;413835,310693709005136;5653690,386548220179975;7,771283789000050;51,028300688000101
29444;5220215400100438704;5;7;11;0;2022;2;17;3;2;5;2;0;0;1;1;0;0;0;0;463346,561999999976251;5766032,865999669767916;8,465564344000031;52,043694679000097
29445;5220311518200538513;5;1;70;24;2022;3;12;6;3;5;3;0;0;1;1;0;0;0;0;333849,966999633994419;5705280,973998789675534;6,607538869000050;51,474259138000001
29448;5220221503100987498;5;1;24;0;2022;2;15;2;2;3;6;2;1;1;1;0;0;0;0;371336,580383854976390;5680687,629838359542191;7,155880202000050;51,263001180000103
29450;5220223706300174662;5;5;58;24;2022;2;15;4;3;0;7;0;0;1;0;0;0;0;0;392752,976707299996633;5735911,040728559717536;7,445904507000020;51,763805023000003
29467;5220309514210246074;5;1;66;12;2022;3;12;4;3;5;2;0;0;1;1;0;0;0;0;320108,797798965999391;5693316,643561880104244;6,415953981000030;51,362585789000001
29470;5220302506100483194;5;1;16;0;2022;3;8;4;3;5;3;0;0;1;0;0;0;0;0;321080,276999475026969;5673604,862998140044510;6,439760526000040;51,185820556000102
29475;5220312301306585075;5;9;13;0;2022;3;16;7;3;5;3;0;0;1;1;0;0;0;0;397931,051999965973664;5713883,675999630242586;7,527345947000070;51,566780221000002
29482;5220214503400391124;5;1;22;0;2022;2;17;2;3;0;2;0;0;1;1;0;0;0;0;365596,247424249013420;5669578,331628209911287;7,077816167000040;51,161836294000103
29490;5220302404301590692;5;7;66;44;2022;3;14;4;3;5;3;0;0;1;1;0;0;0;0;493499,733780973008834;5764614,354923100210726;8,905245867000080;52,032114761000102
29495;5220311701200863559;5;5;62;20;2022;3;17;6;3;5;3;0;0;1;1;0;0;0;0;367480,560999877983704;5720808,353999510407448;7,085623386000070;51,622676016000099
29498;5220304508000685887;5;1;19;0;2022;3;12;6;2;4;2;0;0;1;1;0;0;0;0;350650,513825691014063;5704834,984619749709964;6,849451674000020;51,474936284000101
29500;5220227307000180550;5;9;62;24;2022;2;16;1;3;3;6;0;0;1;1;0;0;0;0;405817,618786141974851;5695994,977310160174966;7,645870304000030;51,407347176000002
29502;5220309706300757414;5;5;58;44;2022;3;13;4;3;5;3;0;0;1;1;0;0;0;0;395672,315286017023027;5746272,897252580150962;7,485071992000030;51,857490085000101
29507;5220312515210091856;5;1;54;12;2022;3;14;7;2;5;3;0;0;1;0;0;1;0;0;317526,185091753024608;5713025,601473010145128;6,368733843000030;51,538794897000102
29510;5220305601100973829;5;3;15;0;2022;3;17;7;3;6;4;0;0;1;0;1;0;0;0;356391,866722615028266;5644604,598241450265050;6,956171793000070;50,935169141000102
29511;5220303701920325093;5;5;62;28;2022;3;17;5;3;2;6;0;0;1;1;0;0;0;0;381062,467347856028937;5721934,255753559991717;7,281344777000070;51,635829518000001
29512;5220301502409891520;5;1;17;0;2022;3;8;3;3;5;3;0;0;1;1;0;0;0;0;349248,447999770985916;5700086,586999249644578;6,831301717000030;51,431898439000101
29514;5220222706300476682;5;5;58;24;2022;2;9;3;3;5;3;0;0;1;1;0;0;0;0;392807,530999958980829;5741216,466999639756978;7,445055614000070;51,811500504000001
29522;5220309705000176745;5;5;54;16;2022;3;10;4;3;5;3;0;0;1;0;0;0;0;0;363545,754999861994293;5757323,152999480254948;7,014458094000080;51,949854920000099
29525;5220224701110985643;5;5;62;32;2022;2;10;5;3;2;6;0;0;1;1;0;0;0;0;375262,621999909984879;5720961,605999560095370;7,197926759000040;51,625832033000101
29526;5220302709800987328;5;5;66;88;2022;3;13;4;2;5;3;0;0;1;1;0;0;0;0;414276,644999985990580;5788641,524999679997563;7,744516372000020;52,241498740000097
29527;5220301405236506409;5;7;54;36;2022;3;18;3;3;5;3;2;0;1;1;0;0;0;0;474962,848999999987427;5750271,766999670304358;8,636084069000050;51,902635928999999
29543;5220304501317428319;5;1;12;0;2022;3;16;6;3;4;6;0;0;1;0;0;0;0;0;344775,903999733971432;5698964,739999149926007;6,767503326000050;51,420611119000100
29546;5220226406110255904;5;7;58;12;2022;2;9;7;3;0;1;0;1;1;0;0;0;0;0;476148,462096136005130;5775659,726290750317276;8,651547792000031;52,130945181000101
29552;5220304609236394886;5;3;58;36;2022;3;13;6;3;2;6;0;0;1;0;0;0;1;0;305018,321452552976552;5648818,526669880375266;6,223565278000020;50,957943112000102
29553;5220227513210291167;5;1;62;24;2022;2;10;1;2;5;2;0;0;1;1;0;0;0;0;338174,381444578990340;5674957,541005440056324;6,683532220000070;51,203069309999997
29558;5220303502322381268;5;1;13;0;2022;3;15;5;3;5;7;0;0;1;1;0;0;0;0;358202,339999829011504;5704024,236999410204589;6,958442836000070;51,469594041000100
29576;5220216303200581372;5;9;15;0;2022;2;13;4;3;6;7;0;1;1;0;1;0;0;0;416203,117032022972126;5727036,843163509853184;7,787757999000060;51,688032554000102
29577;5220304702100270583;5;5;15;0;2022;3;14;6;3;5;3;0;0;1;1;0;0;0;0;407182,379214957996737;5760817,449992969632149;7,648232860000060;51,990258091000001
29579;5220222502106390755;5;1;13;0;2022;2;16;3;2;5;3;0;1;1;1;0;0;0;0;362698,904999854974449;5701435,406999460421503;7,024145970000060;51,447438614000099
29582;5220224601600495389;5;3;15;0;2022;2;6;5;3;5;3;1;0;1;1;0;0;0;0;365148,075999865017366;5637064,112999469973147;7,083498165000040;50,869512247999999
29598;5220304505200091475;5;1;14;0;2022;3;7;6;3;5;2;0;0;1;1;0;0;0;0;327499,383338584972080;5689029,648295129649341;6,524084493000030;51,326365699000100
29604;5220217711411091389;5;5;70;28;2022;2;14;5;3;5;2;0;1;1;1;0;0;0;0;441127,676999998977408;5741754,674999659880996;8,145782312000049;51,823517930000001
29607;5220311301304984945;5;9;13;0;2022;3;12;6;3;5;3;0;0;1;0;0;0;1;0;404555,486999975983053;5709348,991999640129507;7,624123032000060;51,527177929000104
29615;5220222709300572437;5;5;66;84;2022;2;18;3;3;0;3;2;1;1;1;0;0;0;0;386085,181868796003982;5779138,343427930027246;7,334991916000040;52,150983154000102
29616;5220219601200581775;5;3;15;0;2022;2;16;7;3;0;7;0;1;1;0;0;0;0;0;351527,717988920980133;5643554,387005089782178;6,887422562000040;50,924499720000000
29627;5220302701400480917;5;5;12;0;2022;3;14;4;3;1;5;0;0;1;0;0;0;0;1;356698,501540780998766;5708252,561641030013561;6,935089761000030;51,507210536000102
29633;5220305317210818624;5;9;78;20;2022;3;17;7;2;5;2;0;0;1;1;0;0;0;0;406748,987999978009611;5716541,251999639905989;7,653826098000020;51,592196779000098
29638;5220214600110139971;5;3;14;0;2022;2;15;2;3;0;2;0;0;1;0;0;0;0;1;364948,670515760022681;5623267,174071470275521;7,085742053000050;50,745462101999998
29640;5220303516500776073;5;1;58;16;2022;3;17;5;3;6;6;0;0;1;1;1;0;0;0;354733,921999806014355;5672865,426999350078404;6,921244948000040;51,188720222000001
29652;5220215601500776508;5;3;15;0;2022;2;7;3;3;5;2;1;1;1;1;0;0;0;0;359928,837999837007374;5650633,801999419927597;7,004155741000030;50,990224130999998
29671;5220307601300576491;5;3;15;0;2022;3;19;2;2;5;3;2;0;1;1;1;0;0;1;353660,429999799001962;5646360,132999340072274;6,916619982000040;50,950258884000000
29682;5220310701500795128;5;5;62;24;2022;3;16;5;3;5;2;0;0;1;1;0;0;0;0;374092,693999906012323;5725843,194999559782445;7,179276906000040;51,669442126000000
29687;5220301502322381268;5;1;13;0;2022;3;6;3;3;5;3;2;0;1;1;0;0;0;0;359931,756999840028584;5704778,955999430269003;6,983026559000050;51,476806817000103
29692;5220216514118585821;5;1;66;16;2022;2;17;4;3;0;3;2;1;1;1;0;0;0;0;309864,317999314982444;5687650,336997159756720;6,271996214000070;51,308356140000100
29700;5220307608100080758;5;3;34;2;2022;3;16;2;3;3;2;0;0;1;1;0;0;0;0;294993,133999006007798;5628141,411995479837060;6,092586760000070;50,768761668000103
29706;5220309705000588517;5;5;54;8;2022;3;19;4;3;1;5;2;0;1;1;0;0;0;0;334369,849145730026066;5745964,259074780158699;6,595744709000030;51,839894996000098
29712;5220312516100795746;5;1;58;32;2022;3;17;7;3;6;4;1;0;1;0;1;0;0;0;370217,415841532987542;5689201,264191780239344;7,136752065000050;51,339261916000098
29716;5220304300700860841;5;9;16;0;2022;3;17;6;3;5;3;0;0;1;1;0;0;0;0;373930,602712976979092;5707817,865068810060620;7,183408581000040;51,507411201000103
29717;5220301513110177580;5;1;62;8;2022;3;12;3;3;5;3;0;0;1;1;0;0;0;0;330783,383272444014437;5663449,594901739619672;6,583241404000030;51,097537773000099
29720;5220219705000181625;5;5;54;8;2022;2;13;7;2;3;6;0;0;1;1;0;0;0;0;335751,979999659990426;5746208,113998820073903;6,615672840000060;51,842493838999999
29728;5220309508000673483;5;1;19;0;2022;3;13;4;3;1;2;0;0;1;1;0;0;0;0;350474,334999779995997;5709484,360999270342290;6,844946710000040;51,516666135999998
29731;5220224702100474714;5;5;15;0;2022;2;6;5;3;5;2;2;0;1;1;0;0;0;0;405019,896999977005180;5757700,723999660462141;7,617611551000040;51,961878196000001
29736;5220311711411054394;5;5;70;28;2022;3;21;6;2;9;1;2;0;1;0;0;0;0;0;440388,630181700980756;5738976,609418329782784;8,135538282000031;51,798464133000003
29737;5220308506100191414;5;1;16;0;2022;3;8;3;3;5;3;0;0;1;1;0;0;0;0;324983,435451332014054;5669875,116360699757934;6,497370030000070;51,153522164000002
29738;5220215706300955915;5;5;58;24;2022;2;6;3;3;5;3;2;0;1;1;0;0;0;0;392765,314240820996929;5736331,072987260296941;7,445953561000070;51,767582640000100
29752;5220302503100686815;5;1;24;0;2022;3;12;4;3;5;7;0;0;1;1;0;0;0;0;370992,206716761982534;5680242,157983699813485;7,151107758000020;51,258919707000103
29757;5220311601400293617;5;3;15;0;2022;3;17;6;3;3;5;0;0;1;1;0;0;0;0;356312,868898203014396;5647845,033326700329781;6,953769520000040;50,964270740000103
29759;5220215600380095313;5;3;14;0;2022;2;15;3;2;0;1;0;0;1;0;0;0;0;0;369543,748999884992372;5616574,106999499723315;7,153203675000040;50,686353797999999
29761;5220223600140078305;5;3;14;0;2022;2;10;4;3;5;2;0;0;1;0;0;0;0;1;368369,152999880025163;5622841,710999489761889;7,134349232000030;50,742423566000099
29765;5220224410110836408;5;7;70;24;2022;2;8;5;3;5;2;0;1;1;1;0;0;0;0;494358,752488814003300;5792851,909301269799471;8,917298538000070;52,285999693000100
29766;5220225500100060580;5;1;11;0;2022;2;7;6;3;0;1;0;1;1;0;0;0;0;0;341337,558939134993125;5678326,199210859835148;6,727282662000050;51,234224275000003
29770;5220308702100372452;5;5;15;0;2022;3;14;3;3;0;3;0;0;1;1;0;0;0;0;407171,655999979993794;5757931,797999659553170;7,648857361000070;51,964318646000002
29774;5220303711313535328;5;5;70;8;2022;3;11;5;2;7;1;0;0;1;0;0;0;0;0;433949,865552377013955;5734956,975577149540186;8,042944032000040;51,761604024000100
29776;5220228608332191023;5;3;34;32;2022;2;18;2;3;0;5;2;0;1;1;0;0;0;0;310148,783999291015789;5628038,391997390426695;6,307314358000040;50,772993767999999
29778;5220219600140139971;5;3;14;0;2022;2;2;7;3;0;1;2;0;1;0;0;0;0;0;367056,684036173974164;5622487,904037269763649;7,115885477000060;50,738944523000001
29779;5220307602500573722;5;3;62;24;2022;3;10;2;3;5;3;0;0;1;1;0;0;0;0;342507,250999709009193;5644979,352999109774828;6,758558795000060;50,934912306999998
29781;5220304516800091236;5;1;58;20;2022;3;8;6;3;5;3;0;0;1;1;0;0;0;0;358161,691999827977270;5664806,177999399602413;6,973439094000070;51,117155725000003
29787;5220218301101371257;5;9;13;0;2022;2;11;6;3;5;2;0;1;1;1;0;0;0;0;393618,799883328028955;5706693,493621679954231;7,467324636000060;51,501354558999999
29791;5220312518400890521;5;1;70;8;2022;3;18;7;3;3;2;1;0;1;1;0;0;0;0;344848,135999736026861;5715490,165999139659107;6,761276256000030;51,569109997000098
29795;5220228303100073474;5;9;15;0;2022;2;12;2;3;4;2;0;0;1;1;0;0;0;0;412996,600999984017108;5723925,193999649956822;7,742158158000050;51,659573287000100
29796;5220222700000589562;5;5;13;0;2022;2;5;3;3;0;1;2;0;1;0;0;0;0;0;363709,218999859993346;5712107,256999470293522;7,034554180000040;51,543584715000101
29807;5220301301306585593;5;9;13;0;2022;3;16;3;3;0;7;0;0;1;1;0;0;0;0;401801,807999974000268;5712439,300999630242586;7,583578076000040;51,554484294000098
29814;5220304705000380993;5;5;54;8;2022;3;10;6;3;4;2;0;0;1;1;0;0;0;0;329872,134422312024981;5744791,441854570060968;6,531097863000070;51,828007779000103
29816;5220222513130701660;5;1;62;22;2022;2;11;3;3;5;1;0;0;1;0;0;1;0;0;338455,388999676972162;5686163,977998970076442;6,682492339000020;51,303836010000097
29821;5220303515210062166;5;1;54;12;2022;3;15;5;3;0;4;0;0;1;0;1;0;0;0;314071,580490613006987;5711025,377872370183468;6,320032454000060;51,519702053000103
29827;5220316404101034955;5;7;66;20;2022;3;7;4;3;5;3;0;0;1;1;0;0;0;0;490436,435680216993205;5752252,376963829621673;8,860936945000050;51,920924243999998
29829;5220313609220878426;5;3;58;20;2022;3;15;1;2;0;1;0;0;1;0;0;0;0;0;314751,511682372016367;5635962,084547200240195;6,368522410000030;50,845662920000102
29831;5220314711161668129;5;5;70;24;2022;3;7;2;3;0;3;0;1;1;1;0;0;0;0;420556,167034997022711;5753307,738810730166733;7,844694768000070;51,924825937000001
29834;5220317300800393890;5;9;54;36;2022;3;15;5;3;5;2;0;0;1;1;0;0;0;0;386692,222999944991898;5703265,375999599695206;7,368673072000040;51,469196151000098
29835;5220322516200530232;5;1;58;36;2022;3;16;3;3;5;2;0;0;1;1;0;0;0;0;362574,671462878002785;5683105,381385399959981;7,029444213000030;51,282683982999998
29840;5220318501114678936;5;1;12;0;2022;3;13;6;3;5;3;0;0;1;1;0;0;0;0;346744,451999750977848;5706214,790999189950526;6,792652192000050;51,486289394000003
29847;5220316300700463459;5;9;16;0;2022;3;5;4;3;5;2;1;0;1;1;0;0;0;0;372631,019315572979394;5711925,081290219910443;7,163207533000050;51,544031605000001
29849;5220325701500095146;5;5;62;24;2022;3;15;6;3;5;3;0;0;1;1;0;0;0;0;365193,884968265017960;5721291,596824119798839;7,052424444000050;51,626475509999999
29851;5220323300100860964;5;9;11;0;2022;3;12;4;3;0;1;0;0;1;0;0;0;0;0;375174,764215098985005;5705923,712166589684784;7,201996891000020;51,490664089000099
29866;5220324607100281296;5;3;82;60;2022;3;17;5;3;0;1;0;0;1;0;0;0;0;0;371840,142430739011616;5629612,817538280040026;7,181158500000040;50,804060948000000
29867;5220321516300157801;5;1;58;28;2022;3;15;2;3;5;3;0;0;1;1;0;0;0;0;350362,370276133995503;5689386,271835399791598;6,851822510000030;51,336045294000002
29876;5220324508000651535;5;1;19;0;2022;3;15;5;2;0;3;0;0;1;1;0;0;0;0;349685,981660799006931;5703632,281781280413270;6,836085085000040;51,463874138999998
29878;5220312711213091757;5;5;70;4;2022;3;10;7;3;5;2;0;0;1;1;0;0;0;0;423878,267999992996920;5734731,403999649919569;7,897084829000050;51,758297631000097
29883;5220325301103809055;5;9;13;0;2022;3;16;6;3;5;7;0;0;1;1;0;0;0;0;393465,166882383986376;5704681,870146409608424;7,465719263000040;51,483244120000101
29884;5220316513210085923;5;1;62;24;2022;3;16;4;3;5;3;0;0;1;1;0;0;0;0;337822,995280065981206;5675316,966270940378308;6,678344261000060;51,206199029000103
29893;5220324609108485746;5;3;58;8;2022;3;18;5;3;4;2;0;0;1;1;0;0;0;0;322916,444999488012400;5630587,130998330190778;6,486979308000060;50,799930404000101
29895;5220323406210890785;5;7;58;4;2022;3;11;4;3;4;2;0;0;1;1;0;0;0;0;470991,210000000020955;5783436,426999679766595;8,575541710000040;52,200614609000098
29896;5220314513210139494;5;1;62;24;2022;3;7;2;3;0;3;1;1;1;0;0;1;0;0;340555,259416294982657;5674449,286856099963188;6,717810091000050;51,199172095000101
29898;5220325301101609015;5;9;13;0;2022;3;14;6;3;0;7;0;0;1;1;0;0;0;0;393787,333449706027750;5708503,026307960040867;7,469206722000020;51,517651244000000
29904;5220325700000685656;5;5;13;0;2022;3;20;6;2;5;3;2;0;1;1;0;0;0;0;366998,091608777001966;5714749,558528640307486;7,080954597000070;51,568114673000103
29907;5220318709700242796;5;5;66;56;2022;3;14;6;3;5;3;0;0;1;1;0;0;0;0;416269,379882376990281;5797415,645161969587207;7,771514875000040;52,320671333000099
29917;5220317503200080994;5;1;24;0;2022;3;18;5;3;5;3;1;0;1;1;0;0;0;0;375172,481280551000964;5681836,921933010220528;7,210429290000040;51,274183598999997
29926;5220319516900978454;5;1;58;26;2022;3;11;7;3;0;7;0;0;1;0;1;0;0;0;352092,437969869992230;5664034,045009739696980;6,887101114000070;51,108682729000101
29927;5220325502249586670;5;1;13;0;2022;3;15;6;3;5;3;0;0;1;1;0;0;0;0;356854,511978845985141;5691263,867791290394962;6,944201887000080;51,354589304000100
29932;5220313500100078850;5;1;11;0;2022;3;15;1;2;5;3;0;0;1;1;0;0;0;0;346591,527999747020658;5676160,577999199740589;6,803408268000060;51,216201683000101
29936;5220318711411387326;5;5;70;28;2022;3;7;6;3;5;7;0;0;1;1;0;0;0;0;440526,105931754980702;5740758,310920390300453;8,137225894000039;51,814496688000098
29937;5220325313130584983;5;9;58;44;2022;3;23;6;3;0;6;2;0;1;1;0;0;0;0;429162,190855998022016;5684828,250800170004368;7,983670576000070;51,310349401000103
29939;5220322307000075674;5;9;62;16;2022;3;17;3;2;2;6;0;0;1;1;0;0;0;0;417257,916431125020608;5693001,545592079870403;7,811013101000070;51,382221115999997
29940;5220321411240576169;5;7;74;40;2022;3;16;2;2;0;3;0;0;1;1;0;0;0;0;481376,077000000979751;5707255,372999640181661;8,731598136000059;51,516113691000001
29942;5220320709110079238;5;5;66;12;2022;3;22;1;3;9;6;2;1;1;0;0;0;0;0;404923,370999977982137;5769503,735999659635127;7,612929672000060;52,067950767000099
29951;5220322300100073248;5;9;11;0;2022;3;12;3;3;0;1;0;0;1;0;0;0;0;0;372337,518259957025293;5704811,704212919808924;7,161553173000070;51,480036871999999
29952;5220313601200786637;5;3;15;0;2022;3;18;1;3;0;1;1;0;1;0;0;0;0;0;354480,481999801995698;5641764,170999350026250;6,930121260000020;50,909163829000100
29957;5220317508000481902;5;1;19;0;2022;3;6;5;3;5;3;1;1;1;0;0;0;0;1;351347,349999785015825;5704426,959999290294945;6,859649829000030;51,471453503000099
29959;5220318513120676595;5;1;62;20;2022;3;15;6;3;5;2;0;0;1;1;0;0;0;0;329733,208762359980028;5673665,321602310054004;6,563427333000050;51,189006605000003
29966;5220320700000190696;5;5;13;0;2022;3;14;1;3;5;3;0;0;1;1;0;0;0;0;363952,208999860973563;5712296,006999470293522;7,037983145000060;51,545339522000098
29967;5220323514111085744;5;1;66;32;2022;3;18;4;3;6;6;1;0;1;0;1;0;0;0;314730,316200639994349;5678374,637881079688668;6,346536244000050;51,226642651000098
29970;5220325601700581682;5;3;16;0;2022;3;23;6;2;0;1;2;0;1;0;0;0;0;0;364299,780930906999856;5655251,504812610335648;7,064670709000040;51,032772168000101
29975;5220321518110438121;5;1;70;12;2022;3;19;2;3;5;2;1;0;1;1;0;0;0;0;340786,520999704021960;5733797,069999010302126;6,694386989000070;51,732451408000003
29977;5220323500200050578;5;1;11;0;2022;3;12;4;3;5;2;0;0;1;1;0;0;0;0;348005,521857677027583;5679971,782074999995530;6,822021954000040;51,250825937000101
29984;5220324317110518785;5;9;78;36;2022;3;3;5;2;3;2;2;0;1;0;0;0;1;0;408538,715999983018264;5710092,768999639898539;7,681333228000030;51,534523208000103
29994;5220313709110156195;5;5;66;4;2022;3;15;1;3;5;3;0;0;1;1;0;0;0;0;395054,728679912979715;5766046,317810259759426;7,470071205000070;52,035094736000097
29998;5220325701400270116;5;5;12;0;2022;3;15;6;3;5;3;0;0;1;1;0;0;0;0;355949,377999813994393;5711130,770999370142817;6,923126286000070;51,532883056000102
30003;5220316316100794309;5;9;74;40;2022;3;8;4;3;5;3;0;0;1;1;0;0;0;0;430318,180999996024184;5711188,572999649681151;7,995067252000070;51,547483564000103
30011;5220322516300357801;5;1;58;28;2022;3;16;3;3;0;1;0;0;1;0;0;0;0;0;350444,925326973025221;5684770,378723739646375;6,854942765000030;51,294589986000098
30012;5220318518310791561;5;1;70;32;2022;3;12;6;3;0;3;0;0;1;1;0;0;0;0;330643,614999603014439;5720283,172998620197177;6,554195818000040;51,608080631000099
30014;5220324303200095237;5;9;15;0;2022;3;17;5;3;0;7;0;0;1;1;0;0;0;0;413339,107205977023114;5727756,835385859943926;7,746157669000070;51,694069988000102
30015;5220312702100270586;5;5;15;0;2022;3;15;7;3;0;2;0;0;1;1;0;0;0;0;405603,839978898991831;5754289,029650590382516;7,627044746000020;51,931311786999999
30016;5220318410120387169;5;7;70;32;2022;3;16;6;2;5;3;0;0;1;1;0;0;0;0;502998,548999999999069;5787189,173999680206180;9,043908846000020;52,235109327000004
30017;5220323307000281096;5;9;62;24;2022;3;16;4;2;0;3;0;0;1;1;0;0;0;0;409085,668999982997775;5694869,352999630384147;7,693132576000040;51,397761702000103
30018;5220314603144245519;5;3;66;44;2022;3;7;2;3;5;2;0;0;1;1;0;0;0;0;334325,343997745017987;5617693,255874199792743;6,654532835000050;50,687448717000102
30022;5220322410210690746;5;7;70;20;2022;3;7;3;3;5;7;0;0;1;1;0;0;0;0;470774,943226011993829;5795655,305910510011017;8,571319632000041;52,310454759999999
30027;5220322701400681320;5;5;12;0;2022;3;9;3;3;0;1;0;0;1;0;0;0;0;0;356522,895049049984664;5709509,714776259846985;6,932049484000060;51,518462565000000
30028;5220318608200589766;5;3;34;2;2022;3;17;6;3;5;2;0;0;1;1;0;0;0;0;298502,615913014975376;5628968,738811709918082;6,141838497000040;50,777421836000002
30029;5220325316200555697;5;9;74;56;2022;3;15;6;3;4;2;0;0;1;1;0;0;0;0;421540,810999989975244;5705606,139999640174210;7,869750566000050;51,496145580000103
30031;5220321705000996524;5;5;54;12;2022;3;6;2;3;0;3;1;0;1;0;0;1;0;0;350613,248999784002081;5745468,533999269828200;6,831552651000040;51,840022614000098
30034;5220319601400265952;5;3;15;0;2022;3;12;7;3;1;5;0;0;1;1;0;0;0;0;356325,013306860986631;5647732,381714359857142;6,953986836000070;50,963261390000099
30049;5220322300700561935;5;9;16;0;2022;3;16;3;3;5;3;0;0;1;1;0;0;0;0;374506,433999906992540;5709842,443999559618533;7,190980665000040;51,525734706999998
30052;5220321307000186087;5;9;62;16;2022;3;11;2;3;5;2;0;0;1;1;0;0;0;0;414991,567290266975760;5694658,371931100264192;7,778057246000060;51,396780821999997
30053;5220323610111065679;5;3;70;16;2022;3;22;4;3;0;1;2;0;1;0;0;0;0;0;298877,505999106972013;5660053,718995899893343;6,130013409000070;51,056738737000003
30055;5220319701800077639;5;5;62;4;2022;3;8;7;2;4;6;0;0;1;0;0;0;0;0;382541,682294956990518;5714977,530081219971180;7,305039667000070;51,573615921000098
30057;5220317609108573747;5;3;58;8;2022;3;5;5;3;5;3;2;1;1;1;0;0;0;0;321953,944444072025362;5633929,226264780387282;6,471712902000040;50,829660986000100
30058;5220322600330086346;5;3;82;48;2022;3;15;3;3;5;3;0;0;1;1;0;0;0;0;353591,921883858973160;5610179,665096820332110;6,930059725000040;50,625090731999997
30059;5220318702100176118;5;5;15;0;2022;3;15;6;2;5;3;0;0;1;1;0;0;0;0;409503,958323670027312;5753919,006020910106599;7,683851239000030;51,928633568000102
30060;5220324705000791694;5;5;54;16;2022;3;8;5;2;5;3;0;0;1;1;0;0;0;0;363547,964277608029079;5757320,468037360347807;7,014491286000070;51,949831336000003
30062;5220321502402576424;5;1;17;0;2022;3;16;2;3;3;2;0;0;1;1;0;0;0;0;354769,076999809010886;5701628,327999349683523;6,910030681000020;51,447194156000101
30065;5220315301301794246;5;9;78;24;2022;3;15;3;3;8;1;0;0;1;0;0;0;0;0;398098,727931482018903;5719584,202451200224459;7,528108867000070;51,618050408000002
30069;5220322503200291165;5;1;24;0;2022;3;17;3;3;5;3;0;0;1;1;0;0;0;0;376557,171926626993809;5683352,187017699703574;7,229746903000030;51,288104125000103
30072;5220323702100291756;5;5;15;0;2022;3;15;4;3;3;6;0;0;1;0;0;0;0;0;405154,540863167028874;5756960,345363649539649;7,619775026000070;51,955246355000000
30073;5220313303200491760;5;9;15;0;2022;3;21;1;3;0;1;2;0;1;0;0;0;0;0;415525,184362421976402;5727196,631234589964151;7,777914443000040;51,689367355999998
30083;5220325701400889553;5;5;12;0;2022;3;8;6;3;5;3;0;0;1;1;0;0;0;0;356067,033968446019571;5710698,071857480332255;6,924998257000030;51,529024924000097
30085;5220322705000491776;5;5;54;8;2022;3;18;3;3;0;3;0;0;1;1;0;0;0;0;332117,180999622971285;5742779,213998669758439;6,564621401000070;51,810610827000097
30086;5220318701200670161;5;5;62;20;2022;3;7;6;2;5;3;0;0;1;1;0;0;0;0;371750,634999895002693;5713079,296999540179968;7,150097794000030;51,554205117999999
30087;5220324701120195187;5;5;62;32;2022;3;14;5;2;5;2;0;0;1;1;0;0;0;0;376118,002999913005624;5715000,594999560154974;7,212383134000050;51,572448264000101
30088;5220316405232876094;5;7;54;32;2022;3;17;4;2;5;3;0;0;1;1;0;0;0;0;460709,316999999980908;5741002,408999660052359;8,429971752000030;51,818474770000101
30090;5220314300400671416;5;9;11;0;2022;3;8;2;3;3;2;0;1;1;1;0;0;0;0;376103,678999911993742;5700600,576999559998512;7,217236023000050;51,443027160000000
30092;5220323607400071621;5;3;82;68;2022;3;18;4;3;2;6;0;0;1;1;0;0;0;0;371278,351999891980086;5632225,477999510243535;7,172273274000080;50,827419542000001
30101;5220313500300974189;5;1;11;0;2022;3;20;1;3;5;2;2;0;1;1;0;0;0;0;353743,074999800010119;5666729,368999339640141;6,909570703000040;51,133327356000102
30121;5220325410140272272;5;7;70;12;2022;3;15;6;3;5;3;0;0;1;1;0;0;0;0;483911,183000000019092;5797787,643999690189958;8,763900746000051;52,330167404000100
30123;5220322501115285989;5;1;12;0;2022;3;18;3;3;5;3;0;0;1;0;0;1;0;1;346068,341823555994779;5706633,770363310351968;6,782739289000060;51,489870308000000
30124;5220324600120485341;5;3;82;24;2022;3;17;5;3;3;6;0;0;1;1;0;0;0;0;380408,808673562016338;5618497,772084949538112;7,306316565000030;50,705980628000098
30125;5220324405116087008;5;7;54;16;2022;3;14;5;2;5;3;0;0;1;1;0;0;0;0;439490,734650368976872;5759218,800136430189013;8,118967594000029;51,980346382999997
30130;5220323316300572353;5;9;74;28;2022;3;7;4;3;5;2;0;0;1;1;0;0;0;0;453548,692999998980667;5725355,098999660462141;8,328182958000070;51,677244732000098
30141;5220323303100280574;5;9;15;0;2022;3;7;4;1;5;3;0;0;1;1;0;0;0;0;418072,959999990009237;5728995,344999649561942;7,814341588000050;51,705914479999997
30142;5220318702100069101;5;5;15;0;2022;3;11;6;3;5;3;0;0;1;1;0;0;0;0;407974,461496074975003;5759755,639957220293581;7,660049969000060;51,980845797000001
