OID_;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstStrassenzustand;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;PLST
177426;5230509505200582274;5;1;14;0;2023;5;18;3;3;0;1;0;1;1;0;0;0;0;0;329954,077899999916553;5690498,808700000867248;6,558581034000042;51,340303516000063;1
177428;5230509505100062197;5;1;14;0;2023;5;12;3;3;0;3;0;0;1;1;0;0;0;0;328553,437599999830127;5688511,240800000727177;6,539447767000070;51,322027170000069;1
177430;5230509502407989588;5;1;17;0;2023;5;15;3;3;4;1;0;0;1;1;0;0;0;0;351870,162800000049174;5696763,302600000053644;6,870377908000023;51,402728061000062;1
177431;5230509502404995146;5;1;17;0;2023;5;18;3;3;0;1;0;1;1;0;0;0;0;0;354430,872499999590218;5703256,429199999198318;6,904497181000067;51,461737085000038;1
177435;5230509502101073501;5;1;13;0;2023;5;9;3;3;5;3;0;0;1;0;0;0;0;1;361830,882600000128150;5701954,628000000491738;7,011459854000066;51,451893418000054;1
177439;5230509411132987042;5;7;74;32;2023;5;17;3;3;5;6;0;0;1;0;0;0;0;1;483412,938000000081956;5729497,641000000759959;8,759899470000050;51,716167866000035;1
177441;5230509400300620666;5;7;11;0;2023;5;18;3;3;6;7;0;0;1;0;1;0;0;0;471507,130099999718368;5754450,933599999174476;8,585510492000026;51,940044144000069;1
177446;5230509303100973344;5;9;15;0;2023;5;17;3;3;5;3;0;0;1;1;0;0;0;0;421830,957700000144541;5727054,169600000604987;7,869151192000061;51,689000122000039;1
177453;5230509300500061175;5;9;11;0;2023;5;6;3;2;5;3;0;0;1;1;0;0;0;0;378394,162100000306964;5704167,716800000518560;7,248950730000047;51,475583569000037;1
177455;5230508711200274651;5;5;70;16;2023;5;9;2;3;5;3;0;0;1;1;0;0;0;0;413017,718000000342727;5739070,794999999925494;7,738679407000063;51,795723437000049;1
177456;5230508709700702596;5;5;66;28;2023;5;20;2;3;5;3;0;0;1;0;0;0;0;1;411276,491999999620020;5792520,898000000044703;7,699569263000058;52,275892087000045;1
177457;5230508709500060910;5;5;66;76;2023;5;7;2;3;5;3;0;0;1;1;0;0;0;0;391497,394000000320375;5793820,212999999523163;7,409356670000022;52,284021484000050;1
177458;5230508709300568287;5;5;66;68;2023;5;14;2;3;0;3;0;0;1;1;0;0;0;0;375375,646999999880791;5784830,266000000759959;7,176449662000039;52,199818702000073;1
177459;5230508709300296684;5;5;66;84;2023;5;9;2;2;5;3;0;0;1;1;0;0;0;0;390349,031299999915063;5775610,626700000837445;7,398424210000030;52,120141837000062;1
177460;5230517701300289736;5;5;62;14;2023;5;13;4;3;8;1;0;0;1;0;0;0;0;0;360836,722000000067055;5715931,367000000551343;6,991643353000029;51,577247609000040;1
177461;5230508705000517283;5;5;54;8;2023;5;7;2;3;8;5;0;0;1;1;0;0;0;0;335190,817699999548495;5746232,442600000649691;6,607522717000052;51,842547058000036;1
177462;5230508705000465795;5;5;54;20;2023;5;16;2;3;5;3;0;0;1;1;0;0;0;0;364977,849000000394881;5786694,870999999344349;7,023655932000054;52,214124270000070;1
177463;5230508702100888887;5;5;15;0;2023;5;15;2;2;1;5;0;0;1;1;0;0;0;0;406295,107400000095367;5757650,621500000357628;7,636179556000059;51,961644242000034;1
177464;5230508702100754102;5;5;15;0;2023;5;13;2;3;0;1;0;0;1;0;0;0;0;0;402205,231100000441074;5756014,908199999481440;7,577138731000048;51,946237689000043;1
177465;5230508702100153167;5;5;15;0;2023;5;7;2;3;5;3;0;0;1;1;0;0;0;0;404827,116000000387430;5757574,009999999776483;7,614841716000058;51,960706274000074;1
177466;5230508701700986130;5;5;62;16;2023;5;15;2;3;1;5;0;0;1;1;0;0;0;0;374599,443300000391901;5734131,424799999222159;7,183619437000061;51,744040906000066;1
177471;5230508609144077520;5;3;58;52;2023;5;17;2;3;4;5;0;0;1;1;0;0;0;0;333774,338000000454485;5630478,473699999973178;6,640970576000029;50,802170383000032;1
177474;5230508608100275511;5;3;34;2;2023;5;11;2;3;1;2;0;0;1;1;0;0;0;0;294952,775200000032783;5629106,580600000917912;6,091477190000035;50,777415834000067;1
177475;5230508607100681284;5;3;82;28;2023;5;10;2;3;0;1;0;1;1;0;0;0;0;0;377882,700799999758601;5633196,678099999204278;7,265678149000053;50,837580194000054;1
177478;5230508601500276495;5;3;15;0;2023;5;6;2;3;0;3;0;1;1;1;0;0;0;0;361837,233000000007451;5648437,502000000327826;7,032165640000073;50,970946761000050;1
177479;5230508601400181768;5;3;15;0;2023;5;10;2;3;1;5;0;0;1;1;0;0;0;0;355697,489400000311434;5647200,579399999231100;6,945267565000051;50,958325373000037;1
177481;5230508601300114988;5;3;15;0;2023;5;16;2;3;0;5;0;0;1;1;0;0;0;0;350290,835699999704957;5648744,820900000631809;6,867702405000045;50,970823170000074;1
177482;5230508601200481783;5;3;15;0;2023;5;7;2;2;5;3;0;0;1;1;0;0;0;0;355791,901999999769032;5642577,447000000625849;6,948440717000040;50,916801742000075;1
177485;5230508601100878502;5;3;15;0;2023;5;9;2;1;6;7;0;0;1;0;1;0;0;0;354747,999599999748170;5644305,642599999904633;6,932911644000058;50,932070822000071;1
177486;5230517518200990277;5;1;70;24;2023;5;18;4;3;5;3;0;0;1;1;0;0;0;0;336353,821000000461936;5701223,726999999955297;6,645437004000030;51,438537793000080;1
177487;5230508601100293571;5;3;15;0;2023;5;10;2;3;7;1;0;0;1;0;0;0;0;0;357076,550099999643862;5643576,678099999204278;6,966312659000039;50,926101376000076;1
177489;5230508600380795271;5;3;14;0;2023;5;19;2;3;0;1;0;0;1;0;0;0;0;0;368531,424999999813735;5617847,563699999824166;7,138427691000061;50,697572045000072;1
177490;5230516601200093503;5;3;15;0;2023;5;17;3;3;3;2;0;0;1;1;0;0;0;0;356230,967000000178814;5640936,063200000673532;6,955329371000062;50,902160329000026;1
177492;5230508518210444730;5;1;70;28;2023;5;12;2;3;5;3;0;0;1;1;0;0;0;0;328253,282999999821186;5701774,408999999985099;6,528732030000072;51,441087115000073;1
177493;5230508516800792020;5;1;58;20;2023;5;7;2;3;5;3;0;0;1;1;0;0;0;0;359603,907999999821186;5666439,992000000551343;6,993395312000075;51,132193655000037;1
177494;5230508516700095786;5;1;58;8;2023;5;18;2;3;0;7;0;0;1;0;0;0;0;0;360130,622999999672174;5673403,814999999478459;6,998210444000051;51,194904753000060;1
177496;5230508515210091516;5;1;54;52;2023;5;15;2;2;9;1;0;0;1;0;0;0;0;0;308271,769600000232458;5696217,486800000071526;6,244560839000030;51,384768443000041;1
177499;5230508514217786017;5;1;66;36;2023;5;16;2;2;1;5;0;0;1;1;0;0;0;0;329106,561999999918044;5682129,609799999743700;6,550432713000021;51,264862230000062;1
177500;5230508514210391566;5;1;66;12;2023;5;7;2;3;0;1;0;1;1;0;0;0;0;0;319946,882199999876320;5693861,599500000476837;6,413354749000064;51,367429705000063;1
177506;5230508502208463333;5;1;13;0;2023;5;16;2;3;6;7;0;0;1;0;1;0;0;0;359219,425200000405312;5701579,966000000014901;6,974049665000052;51,447883378000029;1
177509;5230508500300501484;5;1;11;0;2023;5;7;2;3;3;6;0;1;1;1;0;0;0;0;351362,135900000110269;5670905,479499999433756;6,873840623000035;51,170241181000051;1
177512;5230508410230990726;5;7;70;4;2023;5;16;2;3;5;3;0;0;1;1;0;0;0;0;486132,623999999836087;5785358,155999999493361;8,797010700000044;52,218480971000076;1
177513;5230508407140590730;5;7;62;16;2023;5;7;2;3;2;6;0;0;1;1;0;0;0;0;512052,633399999700487;5729455,277599999681115;9,174462832000074;51,715902742000026;1
177516;5230508405108306275;5;7;54;8;2023;5;1;2;3;0;7;2;0;1;0;0;0;0;0;457189,697900000028312;5749999,291400000452995;8,377797533000034;51,899103994000029;1
177517;5230508404301390693;5;7;66;44;2023;5;18;2;3;0;1;0;0;1;0;0;0;0;0;492462,767900000326335;5763868,126399999484420;8,890146525000034;52,025392372000056;1
177519;5230508400100790748;5;7;11;0;2023;5;16;2;3;4;2;0;0;1;1;0;0;0;0;468300,819799999706447;5764819,277599999681115;8,537911053000073;52,033089241000027;1
177520;5230508317240291703;5;9;78;40;2023;5;19;2;3;5;3;0;0;1;1;0;0;0;0;406237,400999999605119;5725476,038000000640750;7,644050030000074;51,672426728000062;1
177523;5230508314210360174;5;9;66;4;2023;5;13;2;2;8;1;0;1;1;0;0;0;0;0;422510,330099999904633;5664570,295600000768900;7,892631539000035;51,127353796000079;1
177530;5230508301301566346;5;9;78;24;2023;5;17;2;2;5;3;0;0;1;1;0;0;0;0;397392,819000000134110;5718530,341000000014901;7,518224712000062;51,608449483000072;1
177533;5230510711100789568;5;5;70;24;2023;5;15;4;2;4;6;0;0;1;0;0;0;0;0;420263,804899999871850;5753645,013199999928474;7,840365915000064;51,927815975000044;1
177538;5230507709500461952;5;5;66;60;2023;5;1;1;2;0;1;2;1;1;0;0;0;0;0;389130,583999999798834;5788750,755899999290705;7,376339492000056;52,237990228000058;1
177539;5230507705000572472;5;5;54;48;2023;5;11;1;2;0;1;0;0;1;0;0;0;0;0;341289,438699999824166;5745975,530999999493361;6,696093405000056;51,842005641000071;1
177540;5230507702100756377;5;5;15;0;2023;5;14;1;3;6;4;0;0;1;0;1;0;0;0;402139,826200000010431;5759348,196699999272823;7,575237742000070;51,976186576000032;1
177546;5230507605152295292;5;3;74;52;2023;5;10;1;3;0;1;0;0;1;0;0;0;0;0;387722,835500000044703;5664270,408500000834465;7,395769644000040;51,118895693000070;1
177547;5230507603228213258;5;3;66;28;2023;5;12;1;3;5;3;0;0;1;1;0;0;0;0;333793,202399999834597;5608727,606499999761581;6,651028441000051;50,606736378000051;1
177548;5230507602800685804;5;3;62;12;2023;5;18;1;3;0;6;0;0;1;1;0;0;0;0;352370,976900000125170;5633336,146199999377131;6,903538647000062;50,832888355000080;1
177550;5230507602250785727;5;3;62;16;2023;5;12;1;3;4;6;0;0;1;0;0;0;0;0;328615,575000000186265;5644437,076999999582767;6,561290746000054;50,926079829000059;1
177553;5230507601400285270;5;3;15;0;2023;5;13;1;2;0;1;0;0;1;0;0;0;0;0;355769,449099999852479;5648895,415100000798702;6,945619531000034;50,973574485000029;1
177557;5230507601100086500;5;3;15;0;2023;5;1;1;2;0;1;2;0;1;0;0;0;0;0;355648,510999999940395;5645962,017999999225140;6,945061745000032;50,947182423000072;1
177559;5230509316000080478;5;9;74;40;2023;5;16;3;3;0;1;0;0;1;0;0;0;0;0;436772,186300000175834;5713191,347500000149012;8,087771708000048;51,566249668000069;1
177561;5230507518200944677;5;1;70;24;2023;5;9;1;3;3;6;0;0;1;0;0;0;0;0;336437,066399999894202;5704304,637299999594688;6,645209298000054;51,466241363000051;1
177562;5230507518110690435;5;1;70;12;2023;5;17;1;3;1;5;0;0;1;1;0;0;0;0;335483,686999999918044;5738310,591000000014901;6,615530261000060;51,771467859000040;1
177563;5230507516700286752;5;1;58;8;2023;5;13;1;3;2;6;0;0;1;0;0;0;0;0;363197,431800000369549;5674475,454700000584126;7,041665916000056;51,205277971000044;1
177565;5230507515000591082;5;1;54;64;2023;5;12;1;3;5;3;0;0;1;0;0;1;0;0;302601,358400000259280;5718056,573799999430776;6,150969596000039;51,578954843000076;1
177569;5230507506100996020;5;1;16;0;2023;5;16;1;3;5;3;0;1;1;1;0;0;0;0;314298,986399999819696;5676507,490700000897050;6,341332680000050;51,209730905000072;1
177570;5230515316100990426;5;9;74;40;2023;5;8;2;3;5;3;0;0;1;1;0;0;0;0;438803,743999999947846;5712696,092000000178814;8,117164725000066;51,562021195000057;1
177572;5230507501131096120;5;1;12;0;2023;5;14;1;3;3;3;0;1;1;1;0;0;0;0;342387,588000000454485;5712737,410000000149012;6,727036006000048;51,543695334000063;1
177573;5230507500300886906;5;1;11;0;2023;5;19;1;3;6;4;0;1;1;0;1;0;0;0;345198,212000000290573;5675946,241200000047684;6,783566411000038;51,213899744000059;1
177577;5230507500200086700;5;1;11;0;2023;5;9;1;3;0;5;0;0;1;1;0;0;0;0;342427,092699999921024;5684745,981599999591708;6,740047928000024;51,292208561000052;1
177579;5230507411236596941;5;7;74;36;2023;5;17;1;3;0;7;0;0;1;0;0;0;0;0;470388,765499999746680;5725693,677999999374151;8,571699813000066;51,681429360000038;1
177581;5230507316300977856;5;9;74;20;2023;5;10;1;3;0;1;0;0;1;0;0;0;0;0;466853,220300000160933;5721482,252399999648333;8,520962587000042;51,643366176000029;1
177582;5230507315230695362;5;9;70;28;2023;5;14;1;2;0;1;0;0;1;0;0;0;0;0;450448,826200000010431;5645469,588800000026822;8,294459453000059;50,958703924000076;1
177585;5230507300800889238;5;9;54;36;2023;5;13;1;2;0;1;0;0;1;0;0;0;0;0;384367,110199999995530;5700093,185699999332428;7,336249793000036;51,440214134000030;1
177588;5230506706000158240;5;5;58;8;2023;5;16;7;3;2;1;0;0;1;0;0;0;0;0;382600,526200000196695;5759865,735600000247359;7,290710282000020;51,977053506000061;1
177589;5230506705000020978;5;5;54;68;2023;5;21;7;3;4;6;2;0;1;0;0;0;0;0;351137,815700000151992;5767795,100700000301003;6,829497411000034;52,040758448000076;1
177591;5230506700000289437;5;5;13;0;2023;5;13;7;3;5;3;0;0;1;1;0;0;0;0;365268,933000000193715;5716769,309000000357628;7,055245672000069;51,585854508000068;1
177593;5230506608436089901;5;3;34;36;2023;5;19;7;3;0;1;0;1;1;0;0;0;0;0;297770,259100000374019;5633880,755699999630451;6,128759777000027;50,821284345000038;1
177594;5230506608404091025;5;3;34;4;2023;5;13;7;3;0;4;0;0;1;0;1;0;0;0;304001,384300000034273;5638750,238199999555945;6,214510297000061;50,867165016000058;1
177595;5230506608100173715;5;3;34;2;2023;5;4;7;2;0;1;2;0;1;0;0;0;0;0;293589,213800000026822;5629219,799699999392033;6,072098871000037;50,777949046000060;1
177601;5230506601200086398;5;3;15;0;2023;5;15;7;3;0;1;0;1;1;1;0;0;0;0;353274,950799999758601;5642995,116200000047684;6,912490794000064;50,919920753000042;1
177602;5230506601200081745;5;3;15;0;2023;5;12;7;3;0;1;0;0;1;0;0;0;0;0;355387,261900000274181;5640894,054300000891089;6,943355148000023;50,901572104000081;1
177605;5230506518401356285;5;1;70;36;2023;5;16;7;2;5;2;0;0;1;0;0;0;0;1;353515,459999999962747;5728270,014000000432134;6,880899017000047;51,686260215000061;1
177607;5230506518400185932;5;1;70;8;2023;5;14;7;3;0;1;0;0;1;0;0;0;0;0;341876,398400000296533;5716192,996899999678135;6,718116289000022;51,574599085000045;1
177609;5230506508000076300;5;1;19;0;2023;5;10;7;3;3;5;0;0;1;1;0;0;0;0;351211,968899999745190;5712996,276000000536442;6,854086035000023;51,548416746000044;1
177610;5230506505200860520;5;1;14;0;2023;5;15;7;3;0;1;0;0;1;0;0;0;0;0;330434,964999999850988;5689748,387000000104308;6,565835907000064;51,333705468000062;1
177616;5230506501214779031;5;1;12;0;2023;5;16;7;3;1;5;0;0;1;1;0;0;0;0;339655,605000000447035;5696565,774000000208616;6,695008686000051;51,397632266000073;1
177617;5230506501213791477;5;1;12;0;2023;5;12;7;3;0;3;0;0;1;1;0;0;0;0;339662,400700000114739;5697983,046700000762939;6,694465760000071;51,410367803000042;1
177621;5230506500300874180;5;1;11;0;2023;5;13;7;3;5;3;0;0;1;0;0;0;0;1;351415,345999999903142;5669156,995999999344349;6,875323422000065;51,154543032000049;1
177622;5230506500300500526;5;1;11;0;2023;5;20;7;3;5;3;1;1;1;0;0;0;0;0;351071,158800000324845;5669096,511499999091029;6,870430409000051;51,153910044000042;1
177627;5230506410110004150;5;7;70;24;2023;5;16;7;2;0;5;0;0;1;1;0;0;0;0;491741,406600000336766;5793403,226099999621511;8,878914454000039;52,290923202000045;1
177630;5230506404302296892;5;7;66;48;2023;5;15;7;3;5;3;0;0;1;1;0;0;0;0;478299,095900000073016;5759507,476600000634789;8,683992698000054;51,985813285000063;1
177633;5230506316200494445;5;9;74;52;2023;5;11;7;2;5;3;0;0;1;1;0;0;0;0;424414,729000000283122;5711938,427999999374151;7,909784028000047;51,553464837000035;1
177636;5230505711200785563;5;5;70;40;2023;5;12;6;3;0;6;0;0;1;1;0;0;0;0;419057,735999999567866;5744558,743000000715256;7,824961634000033;51,845963273000052;1
177637;5230505709500591754;5;5;66;76;2023;5;21;6;3;1;5;0;0;1;0;0;0;0;1;395479,559999999590218;5794081,444000000134110;7,467630961000054;52,287140981000050;1
177638;5230505705000872210;5;5;54;12;2023;5;17;6;3;3;2;0;1;1;1;0;0;0;0;353161,082999999634922;5746454,878000000491738;6,868089482000073;51,849560626000027;1
177640;5230505702100165913;5;5;15;0;2023;5;13;6;3;0;7;0;0;1;0;1;0;0;0;404947,817200000397861;5757699,851999999955297;7,616563037000049;51,961858040000038;1
177641;5230505701800990605;5;5;62;4;2023;5;20;6;3;5;3;0;0;1;1;0;0;0;0;382631,295400000177324;5712328,118799999356270;7,307216795000045;51,549822464000044;1
177643;5230505701300289645;5;5;62;14;2023;5;8;6;3;5;3;0;0;1;1;0;0;0;0;359288,006099999882281;5716260,386399999260902;6,969176023000045;51,579819700000030;1
177651;5230505607500493374;5;3;82;56;2023;5;14;6;3;5;3;0;0;1;1;0;0;0;0;372583,072399999946356;5626845,781199999153614;7,192656165000074;50,779353741000079;1
177653;5230505607400536932;5;3;82;68;2023;5;13;6;3;0;3;0;0;1;1;0;0;0;0;367015,439399999566376;5629015,798599999397993;7,112941580000040;50,797607686000049;1
177655;5230505607300095270;5;3;82;16;2023;5;17;6;2;0;1;0;1;1;0;0;0;0;0;387878,156000000424683;5624652,369799999520183;7,410182459000055;50,762795596000046;1
177657;5230505602900615446;5;3;62;40;2023;5;13;6;3;5;3;0;1;1;1;0;0;0;0;357802,574000000022352;5630417,411000000312924;6,981751468000027;50,808017043000063;1
177658;5230505602700890701;5;3;62;28;2023;5;7;6;3;2;6;0;0;1;1;0;0;0;0;349244,355999999679625;5639005,850999999791384;6,856835547000060;50,883032873000047;1
177659;5230505602100694771;5;3;62;8;2023;5;16;6;3;0;1;0;1;1;0;0;0;0;0;337022,594999999739230;5650665,507999999448657;6,678021913000066;50,984479686000043;1
177660;5230507307000794454;5;9;62;24;2023;5;13;1;2;5;2;0;1;1;1;0;0;0;0;404841,326000000350177;5692031,097999999299645;7,632900161000066;51,371551551000039;1
177661;5230505601700178581;5;3;16;0;2023;5;6;6;3;5;2;0;0;1;1;0;0;0;0;359121,215499999932945;5654680,102600000798702;6,991084839000052;51,026390965000076;1
177662;5230505601400725950;5;3;15;0;2023;5;15;6;3;0;3;0;1;1;0;0;1;0;0;357000,009499999694526;5647471,651599999517202;6,963695126000061;50,961086174000059;1
177666;5230505601300793463;5;3;15;0;2023;5;15;6;3;2;6;0;0;1;1;0;0;0;0;353942,064199999906123;5646733,012599999085069;6,920477080000069;50,953681255000049;1
177669;5230505601200373835;5;3;15;0;2023;5;23;6;3;0;1;2;1;1;0;0;0;0;0;354031,612399999983609;5643290,149700000882149;6,923130424000021;50,922764039000072;1
177673;5230505601100390297;5;3;15;0;2023;5;7;6;3;5;3;0;0;1;0;0;0;1;0;356731,224999999627471;5644689,992000000551343;6,960964687000057;50,936020970000072;1
177675;5230505600380990610;5;3;14;0;2023;5;7;6;3;0;3;0;0;1;0;0;0;0;1;369459,905000000260770;5614913,672000000253320;7,152603598000042;50,671410475000073;1
177676;5230505600380969550;5;3;14;0;2023;5;7;6;3;5;3;0;0;1;1;0;0;0;0;370679,032700000330806;5616324,819399999454618;7,169353685000033;50,684366561000047;1
177677;5230513303100079097;5;9;15;0;2023;5;16;7;3;0;7;0;0;1;1;0;0;0;0;419475,623999999836087;5723841,424000000581145;7,835825531000069;51,659785928000076;1
177679;5230505518310196106;5;1;70;32;2023;5;16;6;3;0;3;0;1;1;1;0;0;0;0;332321,716000000014901;5713056,391000000759959;6,581856762000029;51,543660411000076;1
177681;5230505518200395912;5;1;70;24;2023;5;8;6;3;0;1;0;0;1;0;0;0;0;0;335768,096800000406802;5702759,142500000074506;6,636304754000037;51,452162711000028;1
177682;5230505518120082170;5;1;70;44;2023;5;16;6;2;0;1;0;1;1;0;0;0;0;0;336965,757000000216067;5722348,403999999165535;6,644453133000070;51,628500483000039;1
177683;5230603711200591707;5;5;70;4;2023;6;20;7;3;0;1;0;0;1;0;0;0;0;0;423444,437699999660254;5733887,685100000351667;7,890986216000044;51,750653756000077;1
177685;5230603709700986250;5;5;66;92;2023;6;14;7;3;5;3;0;0;1;1;0;0;0;0;423885,436999999918044;5796319,199999999254942;7,883480606000035;52,311924675000057;1
177687;5230603709110896664;5;5;66;8;2023;6;15;7;3;8;1;0;0;1;0;0;0;0;0;400036,243300000205636;5781894,368499999865890;7,538015638000047;52,178455420000034;1
177688;5230603709000564326;5;5;66;40;2023;6;18;7;2;0;1;0;0;1;0;0;0;0;0;421550,258000000379980;5782443,464999999850988;7,852456429000028;52,186870237000051;1
177690;5230603705000978011;5;5;54;48;2023;6;1;7;3;0;1;2;0;1;0;0;0;0;0;341415,424999999813735;5744474,185000000521541;6,698608725000042;51,828553416000034;1
177696;5230603700000579550;5;5;13;0;2023;6;15;7;3;0;7;0;0;1;0;0;0;0;0;364894,014999999664724;5716284,599999999627471;7,050023869000029;51,581408963000058;1
177698;5230603609108254052;5;3;58;8;2023;6;14;7;3;3;3;0;0;1;1;0;0;0;0;320427,484000000171363;5631211,125000000000000;6,451389979000055;50,804770441000073;1
177701;5230603607200979308;5;3;82;20;2023;6;18;7;3;5;3;0;0;1;1;0;0;0;0;378147,209999999962747;5626727,144999999552965;7,271580718000052;50,779483287000062;1
177702;5230603607100981193;5;3;82;28;2023;6;12;7;3;5;2;0;0;1;1;0;0;0;0;377830,682099999859929;5633024,105599999427795;7,264997270000038;50,836018025000044;1
177708;5230603601400499820;5;3;15;0;2023;6;14;7;3;0;1;0;0;1;0;0;0;0;0;355653,625000000000000;5650400,320499999448657;6,943373266000037;50,987069652000059;1
177714;5230603600370293632;5;3;82;4;2023;6;6;7;3;5;2;0;0;1;1;0;0;0;0;359813,973000000230968;5619919,676000000908971;7,014279888000033;50,714159370000061;1
177715;5230603600140954231;5;3;14;0;2023;6;20;7;3;8;6;0;0;1;0;0;0;0;0;369391,392300000414252;5620417,164699999615550;7,149688677000029;50,720862051000040;1
177717;5230603600110986263;5;3;14;0;2023;6;17;7;3;5;3;0;0;1;1;0;0;0;0;363344,894000000320375;5623609,415999999269843;7,062896454000054;50,748162819000072;1
177718;5230603600110793540;5;3;14;0;2023;6;18;7;3;0;1;0;0;1;0;0;0;0;0;365577,397199999541044;5622055,666699999943376;7,095090505000030;50,734719071000029;1
177719;5230603600110095311;5;3;14;0;2023;6;12;7;3;0;1;0;0;1;0;0;0;0;0;363626,739000000059605;5622933,288000000640750;7,067139518000033;50,742152211000075;1
177722;5230603518200978008;5;1;70;24;2023;6;5;7;3;7;1;1;0;1;0;0;0;0;0;334093,446700000204146;5702708,381300000473857;6,612248668000063;51,451218497000070;1
177723;5230603518120065302;5;1;70;44;2023;6;15;7;2;0;7;0;0;1;0;0;0;0;0;337309,957399999722838;5721720,789499999955297;6,649713200000065;51,622961640000028;1
177724;5230603516600986260;5;1;58;4;2023;6;17;7;2;0;3;0;0;1;1;0;0;0;0;358749,336799999698997;5674948,344599999487400;6,977846946000057;51,208445027000039;1
177727;5230603515110978047;5;1;54;4;2023;6;0;7;3;0;1;2;0;1;0;0;0;0;0;310330,387900000438094;5735928,021999999880791;6,252684942000030;51,742114849000075;1
177728;5230603515000591637;5;1;54;36;2023;6;12;7;3;4;5;0;0;1;1;0;0;0;0;303294,367999999783933;5742791,337999999523163;6,147017049000056;51,801323510000032;1
177730;5230603514217589306;5;1;66;36;2023;6;19;7;3;0;1;0;0;1;0;0;0;0;0;328236,859600000083447;5682484,370200000703335;6,537808416000075;51,267787930000054;1
177731;5230603514210977970;5;1;66;12;2023;6;22;7;3;0;1;2;0;1;0;0;0;0;0;320406,456000000238419;5692821,268600000068545;6,420475161000070;51,358230104000029;1
177732;5230603513320977980;5;1;62;4;2023;6;17;7;2;5;3;0;0;1;0;0;0;0;0;344421,847099999897182;5660995,589400000870228;6,778919702000053;51,079349808000075;1
177733;5230603513210977998;5;1;62;24;2023;6;12;7;3;8;3;0;0;1;1;0;0;0;0;338531,413999999873340;5674428,539200000464916;6,688876504000064;51,198417324000047;1
177736;5230603506100075528;5;1;16;0;2023;6;14;7;3;0;1;0;0;1;0;0;0;0;0;321966,045800000429153;5672870,894700000062585;6,452785567000035;51,179503628000077;1
177740;5230603502408181511;5;1;17;0;2023;6;19;7;3;1;1;0;0;1;1;0;0;0;0;350777,082200000062585;5699407,799399999901652;6,853561769000066;51,426203806000046;1
177741;5230603501322782182;5;1;12;0;2023;6;17;7;3;7;5;0;0;1;1;0;0;0;0;346939,777300000190735;5695558,838300000876188;6,800069785000062;51,390596693000077;1
177743;5230603500300977964;5;1;11;0;2023;6;21;7;2;8;1;1;0;1;0;0;0;0;0;342284,428199999965727;5674299,430099999532104;6,742605435000030;51,198305535000031;1
177745;5230603500300545580;5;1;11;0;2023;6;14;7;3;3;5;0;0;1;1;0;0;0;0;344401,394000000320375;5675801,243100000545382;6,772229791000029;51,212380325000026;1
177746;5230603500300076015;5;1;11;0;2023;6;9;7;3;5;3;0;0;1;1;0;0;0;0;349937,004999999888241;5675086,679999999701977;6,851723506000042;51,207440830000053;1
177749;5230603411108977987;5;7;74;8;2023;6;16;7;3;3;2;0;0;1;1;0;0;0;0;486774,309999999590218;5736304,814999999478459;8,808296674000076;51,777462534000051;1
177752;5230603405108478047;5;7;54;8;2023;6;15;7;3;4;4;0;0;1;0;1;0;0;0;456741,134600000455976;5752015,422399999573827;8,371025405000069;51,917195491000030;1
177755;5230603400200087041;5;7;11;0;2023;6;16;7;3;5;3;0;0;1;0;0;0;0;0;468222,487599999643862;5763600,163200000301003;8,536882455000068;52,022124161000079;1
177756;5230603400100977967;5;7;11;0;2023;6;22;7;3;0;7;2;0;1;0;0;0;0;0;468129,683500000275671;5763760,728599999099970;8,535515046000057;52,023562421000065;1
177758;5230603315210080408;5;9;70;24;2023;6;0;7;2;8;1;2;0;1;1;0;0;0;0;431599,345800000242889;5646625,108599999919534;8,025887287000046;50,967164102000027;1
177759;5230603310140899548;5;9;54;28;2023;6;10;7;3;4;6;0;0;1;1;0;0;0;0;377057,666299999691546;5692741,433700000867248;7,233680391000064;51,372600313000078;1
177760;5230603302100899422;5;9;14;0;2023;6;13;7;3;3;2;0;0;1;1;0;0;0;0;393010,026899999938905;5691461,658099999651313;7,463158906000046;51,364327013000036;1
177763;5230603301203094451;5;9;13;0;2023;6;12;7;3;0;5;0;0;1;1;0;0;0;0;394072,704499999992549;5712512,135399999096990;7,472111771000073;51,553740609000045;1
177764;5230603300800038683;5;9;54;36;2023;6;20;7;3;0;1;0;0;1;0;0;0;0;0;387088,563000000081956;5701611,114399999380112;7,374905132000038;51,454406601000073;1
177765;5230602711400494426;5;5;70;20;2023;6;22;6;3;6;6;2;0;1;1;1;0;0;0;433236,786000000312924;5743585,541999999433756;8,030951535000042;51,839090099000032;1
177766;5230602711100396945;5;5;70;12;2023;6;17;6;3;5;3;0;0;1;1;0;0;0;0;439361,421699999831617;5753696,116100000217557;8,118059731000073;51,930683578000071;1
177768;5230602705000951453;5;5;54;20;2023;6;13;6;3;5;2;0;0;1;0;0;0;0;0;366443,377000000327826;5782805,220000000670552;7,046626818000050;52,179531281000038;1
