OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
94526;5200914711321087401;5;5;70;48;2020;9;11;2;3;5;3;0;1;1;0;0;0;0;445095,400000000370000;5734310,411299999800000;8,204524720000052;51,756994942000063;0
94529;5200914709700648420;5;5;66;28;2020;9;6;2;3;5;3;1;1;1;0;0;0;0;412583,724600000310000;5793603,173800000900000;7,718443651000030;52,285829300000046;0
94532;5200915516360252202;5;1;58;28;2020;9;14;3;3;0;7;0;1;0;0;0;0;0;354849,686999999920000;5688882,640200000300000;6,916400612000075;51,332682944000055;0
94534;5200914706300281019;5;5;58;24;2020;9;13;2;3;4;6;0;1;0;0;0;0;0;392323,656100000250000;5736416,573000000800000;7,439529097000047;51,768266342000061;0
94535;5200914705000170578;5;5;54;8;2020;9;13;2;3;5;2;0;1;0;0;0;0;1;334507,094700000250000;5745939,870899999500000;6,597746714000039;51,839716596000073;0
94536;5200915518120685902;5;1;70;44;2020;9;18;3;3;0;2;0;1;1;0;0;0;0;337619,569000000130000;5722699,620999999300000;6,653728112000067;51,631844862000037;0
94539;5200914702100538209;5;5;15;0;2020;9;14;2;3;5;3;0;1;0;0;0;0;0;408455,570199999960000;5756500,122600000400000;7,667921106000051;51,951662810000073;0
94541;5200914701800458205;5;5;62;4;2020;9;16;2;2;0;6;0;1;0;0;0;0;1;383943,763799999840000;5711817,313200000700000;7,326306005000049;51,545502930000055;0
94545;5200914701610420200;5;5;62;12;2020;9;16;2;3;5;2;0;1;1;0;0;0;0;359425,142300000410000;5724983,814600000200000;6,967654025000059;51,658241706000069;0
94547;5200914701610362200;5;5;62;12;2020;9;13;2;3;5;3;0;1;1;0;0;0;0;359103,409799999560000;5725060,384600000500000;6,962974915000075;51,658849192000048;0
94549;5200914701200424206;5;5;62;20;2020;9;15;2;3;5;2;0;1;1;0;0;0;0;368324,159199999650000;5718236,742900000900000;7,098768769000060;51,599763991000032;0
94550;5200914701110433208;5;5;62;32;2020;9;16;2;3;3;2;0;1;1;0;0;0;0;376598,415099999870000;5718249,772399999200000;7,218169601000056;51,601754774000028;0
94556;5200914608200880204;5;3;34;2;2020;9;13;2;3;1;5;0;1;1;0;0;0;0;295389,113400000150000;5628773,523099999900000;6,097843293000040;50,774578627000039;0
94559;5200914607111934287;5;3;82;28;2020;9;17;2;3;9;1;0;1;0;0;0;0;0;378253,953800000250000;5640254,873600000500000;7,268598835000034;50,901101702000062;0
94561;5200914606300681876;5;3;78;20;2020;9;17;2;2;8;1;0;1;0;0;0;0;0;373319,813000000080000;5656816,698999999100000;7,192694257000028;51,048899183000060;0
94562;5200914606100074256;5;3;78;4;2020;9;8;2;3;0;3;0;1;1;0;0;0;0;368780,719899999910000;5650377,546599999100000;7,130302623000034;50,990007160000062;0
94565;5200914602300192584;5;3;62;36;2020;9;8;2;3;5;3;0;1;1;0;0;0;0;345282,807699999770000;5651447,385500000800000;6,795278488000065;50,993784666000067;0
94570;5200914601520006200;5;3;15;0;2020;9;17;2;3;0;1;0;1;0;0;0;0;0;364388,462700000030000;5649139,873999999800000;7,068218210000055;50,977865614000052;0
94571;5200914601420855209;5;3;15;0;2020;9;12;2;3;0;1;0;1;0;0;0;0;0;356496,179200000130000;5651717,171299999600000;6,954849374000048;50,999114554000073;0
94575;5200914601100181556;5;3;15;0;2020;9;18;2;2;6;6;0;1;0;1;0;0;0;355215,284400000240000;5644958,606599999600000;6,939297568000029;50,938056354000082;0
94579;5200914600110675202;5;3;14;0;2020;9;8;2;3;5;3;0;1;1;0;0;0;0;366010,952800000090000;5622443,293999999800000;7,101089915000046;50,738303232000078;0
94586;5200914516310092202;5;1;58;28;2020;9;14;2;3;0;3;0;1;1;0;0;0;0;350496,605100000280000;5684840,627000000300000;6,855654028000060;51,295234790000052;0
94593;5200914513210575939;5;1;62;24;2020;9;7;2;3;6;7;0;1;0;1;0;0;0;336397,973000000230000;5676849,323999999100000;6,657263541000020;51,219560371000057;0
94596;5200914513110238208;5;1;62;16;2020;9;15;2;3;4;2;0;1;1;0;0;0;0;333142,925999999980000;5676523,460000000900000;6,610846815000059;51,215690729000073;0
94598;5200914508000576333;5;1;19;0;2020;9;14;2;2;5;2;0;1;1;0;0;0;0;350108,448400000110000;5711331,312699999700000;6,838891548000049;51,533164572000032;0
94600;5200914506100573743;5;1;16;0;2020;9;18;2;3;5;3;0;1;1;0;0;0;0;321399,397699999620000;5676181,655799999800000;6,443040229000076;51,209068287000036;0
94602;5200914502407589725;5;1;17;0;2020;9;16;2;3;0;1;0;1;1;0;0;0;0;352306,480700000190000;5696444,175100000600000;6,876778935000061;51,399974254000028;0
94607;5200914502210251477;5;1;13;0;2020;9;18;2;3;5;2;0;1;1;0;0;0;0;359603,569000000130000;5701024,928999999500000;6,979794301000027;51,442991061000043;0
94610;5200914502113281636;5;1;13;0;2020;9;15;2;3;0;7;0;1;0;0;0;0;0;363332,615699999970000;5701692,586899999500000;7,033160366000061;51,449903051000035;0
94612;5200914501326172151;5;1;12;0;2020;9;8;2;3;5;2;0;1;1;0;0;0;0;345695,414699999620000;5691428,178200000900000;6,783992218000037;51,353144940000050;0
94615;5200914501113048207;5;1;12;0;2020;9;17;2;3;3;2;0;1;1;0;0;0;0;345169,499300000260000;5707332,870100000900000;6,769496037000067;51,495906271000081;0
94617;5200914500300877203;5;1;11;0;2020;9;10;2;3;5;2;0;1;1;0;0;0;0;348671,541000000200000;5674594,102000000000000;6,833828890000063;51,202680778000058;0
94619;5200914500200996208;5;1;11;0;2020;9;14;2;3;4;2;0;1;1;0;0;0;0;349612,793700000270000;5677487,616100000200000;6,846078693000038;51,228929905000030;0
94620;5200914500200572594;5;1;11;0;2020;9;6;2;3;0;5;1;1;1;0;0;0;0;344720,592000000180000;5682503,109999999400000;6,773889906000022;51,272685763000027;0
94621;5200914500200554024;5;1;11;0;2020;9;15;2;3;0;7;0;1;0;1;0;0;0;347151,809999999590000;5681307,202899999900000;6,809227898000074;51,262597229000050;0
94622;5200914500100997207;5;1;11;0;2020;9;13;2;3;5;3;0;1;0;0;0;1;0;346061,986600000410000;5675600,343000000300000;6,796072442000025;51,211025172000063;0
94626;5200914410230740167;5;7;70;4;2020;9;13;2;3;5;3;0;1;1;0;0;0;0;485683,407200000250000;5785075,208100000400000;8,790447127000050;52,215925617000039;0
94630;5200914406150453934;5;7;58;36;2020;9;18;2;3;4;6;0;1;0;0;0;0;0;490886,842500000260000;5779917,746500000400000;8,866748561000065;52,169667396000079;0
94633;5200914405108680417;5;7;54;8;2020;9;18;2;3;5;3;0;1;1;0;0;0;0;458695,979399999600000;5750647,856799999300000;8,399610689000042;51,905048692000037;0
94636;5200914404302587395;5;7;66;8;2020;9;14;2;3;5;3;0;1;1;0;0;0;0;479697,890999999830000;5766474,856000000600000;8,703948363000052;52,048508572000060;0
94639;5200914317240589264;5;9;78;40;2020;9;13;2;3;4;2;0;1;0;0;1;0;0;405429,161100000140000;5727348,755599999800000;7,631857913000033;51,689124883000034;0
94640;5200915518200379044;5;1;70;24;2020;9;13;3;3;2;6;0;1;1;0;0;0;0;333662,373999999840000;5705733,707000000400000;6,604627030000074;51,478271328000062;0
94641;5200914316300655841;5;9;74;28;2020;9;14;2;3;3;2;0;1;0;0;0;0;1;455280,952100000340000;5723660,486099999400000;8,353451510000070;51,662149253000052;0
94651;5200914303100551349;5;9;15;0;2020;9;14;2;3;3;7;0;1;0;0;0;0;1;418204,674599999560000;5725829,642300000400000;7,816989550000074;51,677475572000048;0
94654;5200915516400785362;5;1;58;24;2020;9;19;3;3;5;3;1;1;1;0;0;0;0;356876,984199999830000;5679060,045199999600000;6,949418502000071;51,244928255000048;0
94663;5200915609108080767;5;3;58;8;2020;9;18;3;2;5;2;0;1;1;0;0;0;0;323196,530000000260000;5631359,881999999300000;6,490577888000075;50,806958449000035;0
94667;5200915608416150200;5;3;34;16;2020;9;15;3;3;3;6;0;1;0;0;0;0;0;297183,315000000410000;5640032,445000000300000;6,117031290000057;50,876329594000026;0
94668;5200913711413036320;5;5;70;28;2020;9;10;1;2;5;2;0;1;1;0;0;0;0;440849,121000000280000;5745079,874500000800000;8,141172441000038;51,853382704000069;0
94669;5200913709000706669;5;5;66;28;2020;9;2;1;3;5;2;2;1;1;0;0;0;0;410901,383000000380000;5789240,808000000200000;7,694938689000026;52,246349243000054;0
94671;5200913706100568328;5;5;58;32;2020;9;19;1;3;8;1;1;1;0;0;0;0;0;381973,312599999830000;5753264,620999999300000;7,283849134000036;51,917596443000036;0
94675;5200915608100933490;5;3;34;2;2020;9;15;3;3;5;3;0;1;1;0;0;0;0;293673,633000000380000;5628203,455800000600000;6,073864730000025;50,768851184000027;0
94676;5200913701700126208;5;5;62;16;2020;9;14;1;3;0;1;0;1;0;0;0;0;0;374814,239799999630000;5731939,068399999300000;7,187517558000025;51,724386530000061;0
94678;5200913701400857383;5;5;12;0;2020;9;15;1;3;5;3;0;1;1;0;0;0;0;356951,229799999860000;5721756,531199999200000;6,933231996000075;51,628618314000050;0
94682;5200913608200742206;5;3;34;2;2020;9;19;1;3;0;1;0;1;0;0;0;0;0;296685,756199999710000;5627160,790799999600000;6,117100734000076;50,760549833000027;0
94694;5200913602800756202;5;3;62;12;2020;9;17;1;3;5;3;0;1;1;0;0;0;0;351753,544300000180000;5633145,006400000300000;6,894854171000077;50,831012834000035;0
94695;5200913602500689820;5;3;62;24;2020;9;12;1;3;0;7;0;1;0;0;0;0;0;347234,926199999640000;5642399,792400000600000;6,826871290000042;50,913003685000035;0
94696;5200913602400744203;5;3;62;32;2020;9;17;1;3;2;6;0;1;0;0;0;0;0;341944,434500000440000;5637577,744400000200000;6,753759333000062;50,868249517000038;0
94703;5200913601700248206;5;3;16;0;2020;9;18;1;3;5;2;0;1;1;0;0;0;0;362334,993200000380000;5660323,613800000400000;7,034737505000066;51,077888569000038;0
94706;5200913601410334208;5;3;15;0;2020;9;16;1;2;0;1;0;1;0;0;0;0;0;356483,404500000180000;5651474,705299999600000;6,954763272000037;50,996932382000068;0
94707;5200913601210258204;5;3;15;0;2020;9;9;1;3;7;3;0;1;0;0;1;0;0;351736,217000000180000;5642137,164699999600000;6,890963129000056;50,911817432000078;0
94709;5200913600360398205;5;3;82;12;2020;9;18;1;3;5;2;0;1;1;0;0;0;0;355517,929100000300000;5625751,571200000100000;6,951181132000045;50,765519527000038;0
94713;5200913518401044103;5;1;70;36;2020;9;11;1;2;0;1;0;1;0;0;0;0;0;352187,526999999770000;5727548,695000000300000;6,862008398000057;51,679431049000073;0
94715;5200913516710917204;5;1;58;8;2020;9;12;1;3;5;7;0;1;1;0;0;0;0;361409,176300000400000;5673842,087200000900000;7,016327900000022;51,199154949000047;0
94717;5200913516370912209;5;1;58;28;2020;9;17;1;2;5;3;0;1;1;0;0;0;0;351234,935499999670000;5691525,852000000000000;6,863445353000031;51,355499917000031;0
94718;5200913516120886200;5;1;58;32;2020;9;13;1;2;0;1;0;1;0;0;0;0;0;367222,656000000420000;5686130,277000000700000;7,094926700000031;51,310971322000057;0
94721;5200913513120571718;5;1;62;20;2020;9;19;1;3;0;6;0;1;0;0;0;0;0;331693,331699999980000;5669930,818700000600000;6,593198876000031;51,156035302000078;0
94723;5200913506100286812;5;1;16;0;2020;9;18;1;2;0;1;0;1;0;0;0;0;0;320800,219100000340000;5676314,222400000300000;6,434404999000037;51,210071487000050;0
94724;5200915605112086460;5;3;74;12;2020;9;10;3;3;5;3;0;1;1;0;0;0;0;396513,047199999910000;5648989,074999999300000;7,525687569000070;50,983180445000073;0
94725;5200913506100069725;5;1;16;0;2020;9;10;1;3;0;3;0;1;1;0;0;0;0;321605,377000000330000;5667989,722999999300000;6,450050639000040;51,135542015000055;0
94727;5200915518100978965;5;1;70;48;2020;9;10;3;2;0;1;0;1;0;0;0;0;0;331770,439600000160000;5727879,636199999600000;6,566801340000041;51,676660501000072;0
94729;5200913503200976160;5;1;24;0;2020;9;15;1;2;4;6;0;1;0;0;0;0;0;376434,281000000420000;5683234,805999999900000;7,228026083000032;51,287022484000033;0
94731;5200913502338646205;5;1;13;0;2020;9;3;1;3;3;7;2;1;1;0;0;0;0;363555,151899999940000;5704389,835799999500000;7,035320063000029;51,474195538000060;0
94732;5200915605104141823;5;3;74;4;2020;9;16;3;2;0;3;0;1;1;0;0;0;0;405194,477500000040000;5652970,693199999600000;7,648287970000069;51,020470357000079;0
94742;5200913500100354655;5;1;11;0;2020;9;3;1;3;4;6;2;1;0;0;0;0;1;342644,132799999790000;5677888,098799999800000;6,746175142000027;51,230649652000068;0
94744;5200915516300081619;5;1;58;28;2020;9;10;3;3;0;7;0;1;0;0;0;0;0;348973,881500000130000;5686978,916799999800000;6,832924986000023;51,314046751000035;0
94745;5200913411236537965;5;7;74;36;2020;9;18;1;2;7;1;0;1;0;0;0;0;0;470627,671199999750000;5723301,106399999900000;8,575356467000063;51,659929776000070;0
94751;5200913407103076337;5;7;62;4;2020;9;16;1;3;0;1;0;1;0;0;0;0;0;501408,791899999600000;5731765,787300000000000;9,020401775000039;51,736805149000077;0
94753;5200913404101678170;5;7;66;20;2020;9;10;1;3;5;2;0;1;1;0;0;0;0;489487,446399999780000;5752686,653100000700000;8,847124552000025;51,924811730000044;0
94755;5200913400200304067;5;7;11;0;2020;9;14;1;3;5;3;0;1;1;0;0;0;0;473999,065000000410000;5759851,765399999900000;8,621351150000066;51,988724071000036;0
94760;5200915602700500202;5;3;62;28;2020;9;12;3;3;0;3;0;1;0;0;0;1;0;350610,811999999920000;5639321,006100000800000;6,876118140000074;50,886219933000064;0
94761;5200913315110180879;5;9;70;40;2020;9;14;1;3;5;3;0;1;1;0;0;0;0;430608,660000000150000;5640732,765599999600000;8,012903380000068;50,914066044000037;0
94762;5200915513110147584;5;1;62;16;2020;9;8;3;3;4;6;0;1;1;0;0;0;0;331939,541100000030000;5675573,977000000000000;6,594077130000073;51,206807453000067;0
94768;5200918500300294206;5;1;11;0;2020;9;23;6;3;4;6;2;1;0;0;0;0;0;346962,559399999680000;5671603,863600000700000;6,810659038000040;51,175356338000029;0
94776;5200918404302087090;5;7;66;8;2020;9;23;6;3;0;1;2;1;0;0;0;0;0;482574,290000000040000;5769004,311000000700000;8,745763341000043;52,071348245000081;0
94781;5200918400200537518;5;7;11;0;2020;9;16;6;3;5;3;0;1;1;0;0;0;0;467322,482499999930000;5763076,638800000800000;8,523816469000053;52,017365067000071;0
94782;5200918400100104173;5;7;11;0;2020;9;11;6;2;5;2;0;1;1;0;0;0;0;473482,148599999960000;5767529,389699999200000;8,613228597000045;52,057726987000080;0
94787;5200918314210185288;5;9;66;4;2020;9;15;6;3;0;1;0;1;0;0;0;0;0;423481,841900000350000;5664054,743799999400000;7,906621679000068;51,122849263000035;0
94789;5200918313231284920;5;9;58;48;2020;9;19;6;3;0;7;1;1;0;0;0;0;0;469269,168399999850000;5675402,086200000700000;8,559876605000056;51,229170912000029;0
94790;5200918313121313606;5;9;58;32;2020;9;16;6;3;1;1;0;1;1;0;0;0;0;450224,146700000390000;5688426,236300000900000;8,285318959000051;51,344932305000043;0
94793;5200918307000980491;5;9;62;48;2020;9;15;6;2;3;6;0;1;1;0;0;0;0;414344,963399999770000;5682440,425799999400000;7,771704789000069;51,286845459000062;0
94796;5200918303100569002;5;9;15;0;2020;9;14;6;3;3;2;0;1;1;0;0;0;0;418610,191999999810000;5725221,536000000300000;7,822994961000063;51,672067877000075;0
94815;5200917711141072261;5;5;70;44;2020;9;18;5;3;5;3;0;1;0;0;0;0;0;411086,407399999910000;5759232,681500000900000;7,705484664000039;51,976651822000065;0
94818;5200917709500802746;5;5;66;76;2020;9;15;5;3;5;2;0;1;1;0;0;0;0;393517,484000000170000;5792899,438999999300000;7,439249881000023;52,276141405000033;0
94820;5200917706000276677;5;5;58;44;2020;9;13;5;3;5;3;0;1;1;0;0;0;0;396209,999099999670000;5746915,203199999400000;7,492683744000033;51,863363429000060;0
94823;5200917701610225204;5;5;62;12;2020;9;15;5;3;5;2;0;1;1;0;0;0;0;360027,780399999580000;5726289,173699999200000;6,975837899000055;51,670121877000042;0
94824;5200917701610221208;5;5;62;12;2020;9;15;5;2;5;2;0;1;1;0;0;0;0;358851,920500000010000;5727360,201600000300000;6,958412326000030;51,679451689000075;0
94826;5200917701400851234;5;5;12;0;2020;9;18;5;2;5;2;0;1;1;0;0;0;0;356697,735600000250000;5708396,603700000800000;6,935020198000075;51,508504685000048;0
94828;5200917700100864208;5;5;13;0;2020;9;9;5;3;5;3;0;1;1;0;0;0;0;367206,669999999930000;5710198,826099999200000;7,085679948000063;51,527268099000082;0
94832;5200917609112671750;5;3;58;12;2020;9;12;5;2;0;7;0;1;0;0;0;0;0;321771,807900000360000;5614050,656800000000000;6,478743264000059;50,651012800000046;0
94839;5200917606110776841;5;3;78;4;2020;9;10;5;3;0;3;0;1;1;0;0;0;0;368927,358799999580000;5651450,216099999800000;7,132003698000062;50,999681431000056;0
94840;5200917606100225010;5;3;78;4;2020;9;20;5;2;0;1;2;1;0;0;0;0;0;370824,307199999690000;5650187,431900000200000;7,159472381000057;50,988760705000061;0
94843;5200917603116033833;5;3;66;16;2020;9;13;5;3;5;3;0;1;1;0;0;0;0;343643,016200000420000;5613410,432399999400000;6,788145717000020;50,651540735000026;0
94847;5200918518302685925;5;1;70;40;2020;9;16;6;3;4;2;0;1;1;0;0;0;0;318723,987999999900000;5719924,565999999600000;6,382427866000057;51,601148956000031;0
94850;5200917600310312206;5;3;14;0;2020;9;22;5;3;4;6;2;1;0;0;0;0;0;363562,014399999750000;5619787,529999999300000;7,067386693000060;50,713863569000068;0
94851;5200917600110268203;5;3;14;0;2020;9;17;5;3;3;2;0;1;1;0;0;0;0;367054,350499999710000;5622487,326099999200000;7,115852633000031;50,738938795000081;0
94852;5200917600110147200;5;3;14;0;2020;9;7;5;2;6;6;0;1;0;1;0;0;0;361806,952999999750000;5622905,970000000700000;7,041373348000036;50,741476445000046;0
94854;5200917518310345102;5;1;70;32;2020;9;13;5;2;4;6;0;1;0;0;0;0;0;334463,641900000160000;5712595,908299999300000;6,612933713000075;51,540155777000052;0
94860;5200917515210776680;5;1;54;48;2020;9;16;5;2;5;2;0;1;1;0;0;0;0;324376,618700000460000;5705788,494300000400000;6,471015080000029;51,475957219000065;0
94864;5200917513210881588;5;1;62;24;2020;9;18;5;3;0;1;1;1;0;0;0;0;0;340520,184999999590000;5674449,399000000200000;6,717308435000064;51,199163313000042;0
94866;5200917506100986817;5;1;16;0;2020;9;7;5;3;5;3;0;1;1;0;0;0;0;319907,307199999690000;5668793,145800000100000;6,425403122000034;51,142227851000030;0
94868;5200917505100879007;5;1;14;0;2020;9;14;5;3;3;6;0;1;0;0;0;0;0;333376,509800000120000;5690024,693199999600000;6,607893671000056;51,337057385000037;0
94870;5200917503300006810;5;1;20;0;2020;9;17;5;3;5;7;0;1;1;0;0;0;0;375303,466099999850000;5671048,665300000500000;7,216059727000072;51,177249811000081;0
94871;5200918516130738204;5;1;58;32;2020;9;20;6;2;1;5;2;1;1;0;0;0;0;371265,067999999970000;5692816,846300000300000;7,150476006000076;51,371994320000056;0
94873;5200917502325789662;5;1;13;0;2020;9;16;5;3;5;3;0;1;1;0;0;0;0;361781,149000000210000;5706187,952999999700000;7,009088791000067;51,489923394000073;0
94876;5200917501324686181;5;1;12;0;2020;9;13;5;2;0;5;0;1;1;0;0;0;0;344057,130900000220000;5694708,734899999600000;6,759044620000054;51,382173681000040;0
94881;5200917500200602348;5;1;11;0;2020;9;15;5;3;5;3;0;1;1;0;0;0;0;342138,135200000370000;5685202,051300000400000;6,735705433000021;51,296226327000056;0
94882;5200917500100587405;5;1;11;0;2020;9;19;5;3;0;2;1;1;1;0;0;0;0;346397,388799999840000;5676011,545399999200000;6,800694497000052;51,214810354000065;0
94884;5200917500100023206;5;1;11;0;2020;9;17;5;3;0;7;0;1;0;1;0;0;0;346048,563599999990000;5675611,280999999500000;6,795875723000052;51,211119837000069;0
94885;5200917410260678128;5;7;70;36;2020;9;7;5;3;5;3;0;1;1;0;0;0;0;465660,060200000180000;5795344,237099999600000;8,496327912000027;52,307362124000065;0
94891;5200917406210782071;5;7;58;4;2020;9;5;5;3;5;3;1;1;1;0;0;0;0;467701,092400000430000;5782595,710999999200000;8,527482359000032;52,192873307000070;0
94894;5200917405228776076;5;7;54;28;2020;9;10;5;3;4;6;0;1;0;0;0;0;0;451458,625900000330000;5745437,544099999600000;8,295150502000070;51,857621964000032;0
94896;5200917404302690692;5;7;66;40;2020;9;7;5;3;4;3;0;1;1;0;0;0;0;486482,598000000230000;5759723,248999999800000;8,803150883000058;51,988012714000035;0
94897;5200918516110712208;5;1;58;32;2020;9;13;6;3;5;3;0;1;1;0;0;0;0;364012,832000000400000;5688940,198999999100000;7,047828743000025;51,335465490000047;0
94898;5200917404102487058;5;7;66;40;2020;9;17;5;2;5;3;0;1;1;0;0;0;0;485007,788999999870000;5760142,103000000100000;8,781655611000076;51,991740741000058;0
94903;5200917400100166184;5;7;11;0;2020;9;16;5;3;3;2;0;1;1;0;0;0;0;467834,883999999610000;5765985,120999999300000;8,531009529000073;52,043544040000029;0
94904;5200918515211446721;5;1;54;16;2020;9;7;6;3;5;3;0;1;1;0;0;0;0;303213,818300000390000;5728608,902599999700000;6,153869253000039;51,673933663000071;0
94905;5200917400100076097;5;7;11;0;2020;9;15;5;3;3;5;0;1;1;0;0;0;1;469346,078900000080000;5765218,153699999700000;8,553111861000048;52,036734156000080;0
94906;5200917317120399203;5;9;78;16;2020;9;14;5;3;0;6;0;1;1;0;0;0;0;405433,273400000300000;5704774,827700000300000;7,637999539000020;51,486207669000066;0
94908;5200917316200471386;5;9;74;12;2020;9;11;5;2;0;1;0;1;0;0;0;0;0;430306,810899999920000;5703957,971899999300000;7,996333073000074;51,482476728000051;0
94909;5200917316100244208;5;9;74;32;2020;9;18;5;3;1;7;0;1;1;0;0;0;0;441320,334800000300000;5704932,887599999100000;8,154758891000029;51,492491995000080;0
94917;5200918515111522052;5;1;54;8;2020;9;15;6;1;5;3;0;1;0;0;0;1;0;312215,217000000180000;5745758,391000000800000;6,274633593000033;51,831037316000049;0
94919;5200917307200816207;5;9;62;12;2020;9;15;5;2;0;1;0;1;0;0;0;0;0;396826,610399999660000;5671219,570800000800000;7,523805246000052;51,183075477000045;0
94921;5200918515110865205;5;1;54;36;2020;9;16;6;3;5;3;0;1;1;0;0;0;0;302640,468999999580000;5739757,411000000300000;6,139271149000024;51,773848301000044;0
94924;5200917303100075374;5;9;15;0;2020;9;11;5;3;5;3;0;1;1;0;0;0;0;419542,319699999880000;5726305,928999999500000;7,836221886000033;51,681950417000053;0
94929;5200918515110592788;5;1;54;36;2020;9;12;6;2;0;7;0;1;1;0;0;0;0;301526,409799999560000;5741375,399900000500000;6,122219767000047;51,787983925000049;0
94933;5200918514119382265;5;1;66;16;2020;9;9;6;3;3;6;0;1;0;0;0;0;1;307364,502100000160000;5686437,227199999600000;6,236828972000069;51,296619998000040;0
94935;5200917301000473389;5;9;13;0;2020;9;9;5;3;6;3;0;1;0;1;0;0;0;394646,574000000020000;5708097,829500000900000;7,481706976000055;51,514170028000080;0
94937;5200917300600179201;5;9;16;0;2020;9;18;5;3;5;3;0;1;1;0;0;0;0;379764,493400000040000;5712227,597600000000000;7,265924029000075;51,548315407000075;0
94939;5200917300310512206;5;9;11;0;2020;9;17;5;3;0;2;0;1;1;0;0;0;0;377869,663900000040000;5698934,535900000500000;7,243208761000062;51,428437019000057;0
94940;5200917300120249206;5;9;11;0;2020;9;2;5;3;1;5;2;1;1;0;0;0;0;375771,393299999650000;5707066,927899999500000;7,210183843000039;51,501069962000031;0
94946;5200918513320786785;5;1;62;4;2020;9;18;6;2;1;6;0;1;0;0;0;0;0;347757,908999999990000;5664137,163400000000000;6,825184807000028;51,108474463000050;0
94948;5200916709110874197;5;5;66;8;2020;9;17;4;3;5;2;0;1;1;0;0;0;0;399634,432199999690000;5781934,856200000300000;7,532129196000028;52,178746359000058;0
94949;5200916709100942513;5;5;66;8;2020;9;15;4;3;5;3;0;1;1;0;0;0;0;398274,235999999570000;5781370,216000000000000;7,512412545000075;52,173422435000077;0
94951;5200916706200074763;5;5;58;12;2020;9;14;4;3;5;2;0;1;1;0;0;0;0;374580,350499999710000;5756401,640300000100000;7,175266509000039;51,944171364000056;0
94954;5200916705000381092;5;5;54;4;2020;9;17;4;3;5;3;0;1;1;0;0;0;0;362683,621000000280000;5771098,500000000000000;6,996398456000065;52,073420509000073;0
94955;5200916705000087239;5;5;54;4;2020;9;5;4;2;5;3;2;1;1;0;0;0;0;364466,719999999740000;5772571,592000000200000;7,021813725000072;52,087096194000026;0
94958;5200916702100825207;5;5;15;0;2020;9;15;4;3;5;2;0;1;1;0;0;0;0;405588,700000000190000;5754352,823599999800000;7,626807104000022;51,931882630000075;0
94963;5200916701110997200;5;5;62;32;2020;9;15;4;3;5;3;0;1;0;0;0;0;0;375130,988300000320000;5719970,687899999300000;7,196379271000069;51,616897377000043;0
94964;5200916700200755832;5;5;13;0;2020;9;8;4;3;5;3;0;1;1;0;0;0;0;368291,457600000310000;5716295,263900000600000;7,099025515000051;51,582308987000033;0
94969;5200916608416277591;5;3;34;16;2020;9;14;4;3;5;3;0;1;1;0;0;0;0;295027,554999999700000;5634694,436000000700000;6,089417682000033;50,827627941000060;0
94973;5200916608332354200;5;3;34;32;2020;9;19;4;3;8;1;0;1;0;0;0;0;0;304779,397300000300000;5627177,707299999900000;6,231709835000061;50,763480783000034;0
94976;5200916608100247204;5;3;34;2;2020;9;11;4;3;6;4;0;1;0;1;0;0;0;293338,950100000020000;5628390,553799999900000;6,069019767000043;50,770412417000045;0
94981;5200916606100925010;5;3;78;12;2020;9;13;4;3;5;3;0;1;1;0;0;0;0;374366,069600000050000;5654738,385999999900000;7,208333842000059;51,030449036000050;0
94983;5200916603236525953;5;3;66;36;2020;9;15;4;3;0;1;0;1;0;0;0;0;0;324973,825100000020000;5604719,149599999200000;6,528393589000075;50,568142656000077;0
94986;5200916602400231208;5;3;62;32;2020;9;17;4;3;2;2;0;1;1;0;0;0;0;339243,350899999960000;5641667,404600000000000;6,713605685000061;50,904252439000061;0
94987;5200918513000356529;5;1;62;4;2020;9;18;6;3;0;7;0;1;0;0;0;0;0;347773,450400000440000;5664111,687000000800000;6,825417396000034;51,108249664000027;0
94988;5200916602100786909;5;3;62;8;2020;9;8;4;3;5;2;0;1;0;0;1;0;0;337390,723500000310000;5645652,706499999400000;6,685502268000050;50,939542713000037;0
94992;5200916601620884206;5;3;15;0;2020;9;7;4;2;0;7;0;1;0;0;0;0;0;363214,041600000110000;5639480,297000000300000;7,055124560000024;50,890773287000059;0
94994;5200916601300574413;5;3;15;0;2020;9;7;4;3;0;3;0;1;0;0;0;0;0;354308,528900000270000;5645862,203299999200000;6,926039452000055;50,945948325000074;0
94996;5200916601100290244;5;3;15;0;2020;9;20;4;3;2;1;2;1;0;1;0;0;0;357097,519600000230000;5643239,653200000500000;6,966742919000069;50,923077745000057;0
95001;5200916518200195202;5;1;70;24;2020;9;14;4;3;5;3;0;1;1;0;0;0;0;336288,776999999770000;5703944,945000000300000;6,643242899000029;51,462966952000045;0
95002;5200916518120972086;5;1;70;44;2020;9;19;4;3;0;2;0;1;1;0;0;0;0;340557,489599999970000;5717246,832299999900000;6,698621131000039;51,583695654000053;0
